reviewID,DOI,author,title,reviewer_name,reviews,accepted
5470,6701793,Andrea Minari|Aurelio Piazzi|Luca Consolini|Marco Locatelli 0001,An optimal complexity algorithm for minimum-time velocity planning.,Shuai Jing,Velit numquam ut est quisquam.,True
5471,6701794,Haitao Li 0001|Yuzhen Wang|Zhenbin Liu,Simultaneous stabilization for a set of Boolean control networks.,Ignacio Peñarrocha,Ut dolorem modi dolore.,True
5472,6701795,Jing Na|Quanmin Zhu|Tao Liu 0002|Yingbo Huang,Reinforced adaptive parameter estimation with prescribed transient convergence performance.,Edmond A. Jonckheere,Dolorem tempora tempora quisquam velit.,True
5473,6701796,Bernhard H. Haak|Duc-Trung Hoang|El-Maati Ouhabaz,Controllability and observability for non-autonomous evolution equations: The averaged Hautus test.,Changhong Zhao,Neque adipisci etincidunt adipisci neque consectetur.,True
5474,6701797,Jin-Zhi Wang|Lin Huang 0003|Zhisheng Duan,Dichotomy property and Lagrange stability for uncertain pendulum-like feedback systems.,Jamel Ben Amara,Magnam velit quaerat neque quisquam sit.,True
5475,6701798,Berkay Anahtarci|Can Deha Kariksiz|Naci Saldi,Value iteration algorithm for mean-field games.,Alexander A. Shvartsman,Est tempora non sed.,True
5476,6701799,Tzanko Donchev,Properties of the reachable set of control systems.,Brendan Morris,Non tempora velit velit voluptatem sit eius etincidunt.,True
5477,6701800,Antonio Tornambè|Laura Menini,Velocity observers for linear mechanical systems subject to single non-smooth impacts.,David H. C. Du,Porro labore sit ipsum.,True
5478,6701801,Masayuki Sato 0003,Gain-scheduled open-loop system design for LPV systems using polynomially parameter-dependent Lyapunov functions.,François Mazon,Ipsum aliquam numquam sit dolorem non etincidunt labore.,True
5479,6701802,Daniel Coca|Lingzhong Guo|S. A. Billings|Yuzhu Guo|Zi Qiang Lang,A Volterra series representation for a class of nonlinear infinite dimensional systems with periodic boundary conditions.,Jan Willem Polderman,Aliquam consectetur neque adipisci dolorem quiquia voluptatem.,True
5480,6701803,Dan Ma|Jun Zhao 0002,Stabilization of networked switched linear systems: An asynchronous switching delay system approach.,Michael G. Safonov,Consectetur adipisci amet neque labore quiquia sed.,True
5481,6701804,Hongye Su|Min Zhang|Xiangbin Liu,Robust immersion and invariance adaptive fault-tolerant control of nonlinear systems with non-linearly parameterized faults.,Thomas Berger,Sed aliquam ut consectetur.,True
5482,6701805,Kenji Fujimoto|Satoshi Satoh,Repetitive control of Hamiltonian systems based on variational symmetry.,Hyo-Sung Ahn,Tempora aliquam magnam neque quaerat velit quisquam.,True
5483,6701806,Harry L. Trentelman,Bounded real and positive real balanced truncation using Sigma-normalised coprime factors.,Teresa Pamula,Quaerat aliquam non porro modi sit.,True
5484,6701807,Jinhu Lü|Shihua Chen|Wanli Guo|Xinghuo Yu 0001,Second-order tracking control for leader-follower multi-agent flocking in directed graphs with switching topology.,Taner Büyükköroglu,Dolore numquam ipsum ipsum sed consectetur magnam sit.,True
5485,6701808,Vladimir L. Kharitonov,On the uniqueness of Lyapunov matrices for a time-delay system.,Shinsaku Izumi,Consectetur tempora velit labore quaerat.,True
5486,6701809,Miroslav Krstic|Rafael Vázquez,Explicit integral operator feedback for local stabilization of nonlinear thermal convection loop PDEs.,Bryan Karney,Sed porro ut velit quaerat.,True
5487,6701810,Tian Chen|Yuanzhuo Song|Zhen Wu,The maximum principle for stochastic control problem with Markov chain in progressive structure.,Alexander Zuyev,Neque magnam sed eius labore dolorem velit.,True
5488,6701811,José A. Hermida-Alonso|Miguel V. Carriegos,Canonical forms for single input linear systems.,Bastien Confais,Non eius labore sed velit labore sit.,True
5489,6701812,Mark Golkowski|Miloje S. Radenkovic,Distributed self-tuning consensus and synchronization.,Dirk Aeyels,Quiquia modi aliquam non aliquam neque dolor dolor.,True
5490,6701813,Do Duc Thuan|Nguyen Khoa Son,The structured distance to uncontrollability under multi-perturbations: An approach using multi-valued linear operators.,Prashant Mhaskar,Porro dolorem est ut amet dolorem eius velit.,True
5491,6701814,Arjan van der Schaft|Florian Kerber,Compositional analysis for linear systems.,Alexey Tschudnowsky,Voluptatem consectetur ut dolorem quiquia adipisci.,True
5492,6701815,Malcolm C. Smith|Timothy H. Hughes,Controllability of linear passive network behaviors.,Iasson Karafyllis,Est dolorem aliquam quiquia.,True
5493,6701816,Changliu Liu|Masayoshi Tomizuka,Real time trajectory optimization for nonlinear robotic systems: Relaxation and convexification.,Allan C. Kahane,Etincidunt dolore non quisquam etincidunt quiquia eius.,True
5494,6701817,Naohisa Otsuka,Disturbance decoupling with quadratic stability for switched linear systems.,Naci Saldi,Magnam sed eius ipsum non sit ut.,False
5495,6701818,Akira Ichikawa,Null controllability with vanishing energy for discrete-time systems.,Cristian Oara,Modi neque ut voluptatem amet sit est numquam.,True
5496,6701819,Claudio Altafini|Ruggero Frezza,Motion on submanifolds of noninvariant holonomic constraints for a kinematic control system evolving on a matrix Lie group.,Jonas Fredriksson,Dolorem sit ut sed.,True
5497,6701820,Fabio Fagnani|Giacomo Como,From local averaging to emergent global behaviors: The fundamental role of network interconnections.,Aristotle Arapostathis,Sed aliquam neque sed.,True
5498,6701821,Jianlei Zhang|Qi Zhang 0005|Rui Li 0007|Tianguang Chu,Distributional observability of probabilistic Boolean networks.,Nicolas Perrin 0001,Velit labore ut quisquam modi.,True
5499,6701822,Peng Hin Lee|Yeng Chai Soh,Synthesis of stable H,Siddharth Chandak,Porro voluptatem dolor magnam voluptatem adipisci.,True
5500,6701823,Daniel W. C. Ho|Deming Yuan|Shengyuan Xu,Inexact dual averaging method for distributed multi-agent optimization.,Mourad Boudhar,Dolore ipsum dolore sed modi eius tempora non.,True
5501,6701824,Bao-Zhu Guo|Jun-Min Wang,"Remarks on the application of the Keldysh theorem to the completeness of root subspace of non-self-adjoint operators and comments on ""Spectral operators generated by Timoshenko beam model"".",Allan Mariano de Souza,Est sit ut velit amet dolor numquam ut.,True
5502,6701825,Yang Liu|Yingmin Jia,An iterative learning approach to formation control of multi-agent systems.,Gunter Saake,Magnam modi quaerat consectetur amet velit dolor sed.,True
5503,6701826,Ian D. Morris,Marginally unstable discrete-time linear switched systems with highly irregular trajectory growth.,Philipp Schulze,Dolorem velit velit dolore amet.,True
5504,6701827,Alexandre Mauroy|Rodolphe Sepulchre,Contraction of monotone phase-coupled oscillators.,Alessandra Cavarra,Quisquam sed dolore ipsum dolore velit.,True
5505,6701828,A. Stephen Morse|Brian D. O. Anderson|Changbin Yu|Soura Dasgupta,Control of a three-coleader formation in the plane.,Fei Chen 0007,Amet consectetur quaerat non velit quisquam porro.,True
5506,6701829,Dusan Georgijevic|Jovan Stefanovski,Interpolation with constraint on frequency region and systems & control application.,Hongguang Lyu,Velit dolor voluptatem ipsum velit quiquia etincidunt magnam.,True
5507,6701830,Masaki Ogura 0001|Raphaël M. Jungers|Victor M. Preciado,Efficient method for computing lower bounds on the p-radius of switched linear systems.,Alexandre Seuret,Neque est quisquam quisquam est magnam.,True
5508,6701831,Francisco J. Silva|J. Frédéric Bonnans,Error estimates for the logarithmic barrier method in linear quadratic stochastic optimal control problems.,Jun Moon,Sit dolorem dolore labore sed voluptatem.,True
5509,6701832,Viorel Barbu,Boundary controllability of phase-transition region of a two-phase Stefan problem.,Chaoru Lu,Est etincidunt amet consectetur numquam consectetur.,True
5510,6701833,Luis Augusto Duffaut Espinosa|W. Steven Gray,A Faà di Bruno Hopf algebra for a group of Fliess operators with applications to feedback.,Carmen Pérez,Sed ut sit ipsum amet dolorem magnam neque.,True
5511,6701834,Andrew R. Teel|Dan Dai|Luca Zaccarian|Tingshu Hu,Piecewise-quadratic Lyapunov functions for systems with deadzones or saturations.,Raphael A. Hauser,Numquam adipisci sed ipsum dolor.,True
5512,6701835,Bin Zhou 0001|Guang-Ren Duan 0001|Zhao-Yan Li,On improving transient performance in global control of multiple integrators system by bounded feedback.,Hiroshi Ito 0001,Dolorem porro voluptatem quisquam.,True
5513,6701836,Liu Feng|Y. D. Song,Stability condition for sampled data based control of linear continuous switched systems.,Yong He 0006,Consectetur sit quaerat dolorem neque voluptatem tempora modi.,True
5514,6701837,Nguyen Huu Du|Vu Hoang Linh,Implicit-system approach to the robust stability for a class of singularly perturbed linear systems.,Daniel Andersson,Etincidunt ut consectetur porro ut est non amet.,True
5515,6701838,Alexandre Trofino|Carlos E. de Souza|Karina A. Barbosa,Robust H,Jiajun Ye,Magnam sed dolor dolore adipisci amet.,True
5516,6701839,Antranik Antonio Siranosian|Chunlei Zhang|Daniel Arnold 0001|Miroslav Krstic|Nima Ghods,Source seeking with non-holonomic unicycle without position measurement and with tuning of forward velocity.,Omar Kettani,Sed numquam eius dolorem eius ipsum.,True
5517,6701840,Gong-You Tang,Suboptimal control for nonlinear systems: a successive approximation approach.,Amir G. Aghdam,Aliquam consectetur consectetur dolore neque dolore.,True
5518,6701841,Li Tang 0001|Sai Zhang|Yan-Jun Liu 0003,Output feedback control of a flexible marine riser with the top tension constraint.,Alexander L. Chistov,Dolorem magnam adipisci dolorem adipisci numquam non ut.,True
5519,6701842,Samir Aberkane|Vasile Dragan,H,Stephan Trenn,Etincidunt neque non aliquam tempora quaerat adipisci.,True
5520,6701843,Guillermo Fernández-Anaya|Juan Carlos Martínez-García|Vladimír Kucera,Characterizing families of positive real matrices by matrix substitutions on scalar rational functions.,Haokai Sun,Sed sed non modi consectetur porro eius.,True
5521,6701844,Cristopher Hermosilla|Hasnaa Zidani|Richard Vinter,Hamilton-Jacobi-Bellman equations for optimal control processes with convex state constraints.,Hideki Kokame,Magnam dolor tempora quiquia labore adipisci non.,True
5522,6701845,Bui The Anh|Nguyen Khoa Son,Stability radii of positive higher order difference system in infinite dimensional spaces.,Amol Sasane,Quisquam non sit voluptatem amet quisquam modi.,True
5523,6701846,Brendon K. Colbert|Daniel P. Giesy|Luis G. Crespo|Sean P. Kenny,On the quantification of aleatory and epistemic uncertainty using Sliced-Normal distributions.,Feiyue Wu,Consectetur non dolor aliquam etincidunt.,True
5524,6701847,Changhong Wang|Huijun Gao|James Lam,Robust energy-to-peak filter design for stochastic time-delay systems.,Chen Lv,Numquam numquam magnam porro aliquam sed etincidunt consectetur.,True
5525,6701848,H. L. Prasad|Prakash Chandra|Prashanth L. A.|Shalabh Bhatnagar,A constrained optimization perspective on actor-critic algorithms and application to network routing.,Aristotle Arapostathis,Magnam voluptatem quaerat eius aliquam eius voluptatem sed.,True
5526,6701849,Ahmad Hably|Nacim Meslem|Tarek Raïssi,Zonotopic unknown input state estimator for discrete-time linear systems.,Yongfang Liu,Magnam etincidunt quisquam ipsum velit.,True
5527,6701850,Tingyang Meng|Zongli Lin,Leader-following almost output consensus for linear multi-agent systems with disturbance-affected unstable zero dynamics.,Atreyee Kundu,Est quiquia modi neque etincidunt consectetur quaerat.,True
5528,6701851,Jamal Daafouz|Julie Valein|Marius Tucsnak,Nonlinear control of a coupled PDE/ODE system modeling a switched power converter with a transmission line.,Jared Oluoch,Amet magnam aliquam ipsum sit sed ut eius.,False
5529,6701852,Daniel Liberzon|Linh Vu,Common Lyapunov functions for families of commuting nonlinear systems.,He Bai 0001,Sed adipisci magnam velit est velit velit quaerat.,True
5530,6701853,Isaac Yaesh|Uri Shaked,Simplified adaptive control via improved robust positive real conditions.,Tong-Hui Qian,Quaerat tempora sit ut.,True
5531,6701854,Dong Eui Chang|Harsha Simha|Ravi N. Banavar,Reachability and controllability of a particle in a dielectrophoretic system.,Chongyang Ning,Quisquam adipisci eius etincidunt dolor ipsum voluptatem.,True
5532,6701855,Biswadip Dey|Matteo Mischiati|P. S. Krishnaprasad|Udit Halder|Vidya Raju,"Flocks, games, and cognition: A geometric approach.",Hongxia Zhao,Sit quiquia neque sed.,True
5533,6701856,Chuan-Ke Zhang|Hong-Bing Zeng|Lin Jiang 0001|Min Wu 0002|Yong He 0003,Stability analysis of systems with time-varying delay via relaxed integral inequalities.,Wei-Bin Zhang,Consectetur porro amet tempora.,True
5534,6701857,Berna Bou Farraa|Jean Jacques Loiseau|Rosa Abbou,Inventory control of a class of logistic networks.,Guoping Lu,Porro quaerat consectetur dolorem magnam porro.,True
5535,6701858,Jan H. van Schuppen|Mihály Petreczky,Generating series for bilinear hybrid systems.,Hui-he Shao,Quaerat magnam neque adipisci neque.,True
5536,6701859,Enrique Zuazua,Stable observation of additive superpositions of Partial Differential Equations.,Louis Frécon,Dolore consectetur ipsum eius amet quiquia.,True
5537,6701860,Chetan D. Pahlajani|Herbert G. Tanner|Ioannis Poulakakis|Jianxin Sun,Performance bounds for mismatched decision schemes with Poisson process observations.,Jean-Marie Souriau,Quisquam magnam tempora dolor ut.,True
5538,6701861,Francesco Bullo|John W. Simpson-Porco,Contraction theory on Riemannian manifolds.,Bibudh Lahiri,Dolore magnam velit adipisci dolor dolore.,True
5539,6701862,Andrii Mironchenko|Fabian Wirth,Lyapunov characterization of input-to-state stability for semilinear control systems over Banach spaces.,Guoyin Li 0001,Modi quaerat tempora ut.,True
5540,6701863,Jie Su|Yongduan Song,Prescribed-time control under unknown control gain and mismatched nonparametric uncertainties.,Ezra Zeheb,Porro sit numquam neque.,True
5541,6701864,Chao Chen|Jiao Li|Jun Zhao 0002,Dissipativity and feedback passivation for switched discrete-time nonlinear systems.,Arben Çela,Velit est numquam adipisci dolor voluptatem.,True
5542,6701865,Dongdong Zhao 0002|Li Xu 0004|Shi Yan|Shinya Matsushita,Common eigenvector approach to exact order reduction for Roesser state-space models of multidimensional systems.,Stanislav Sobolevsky,Eius dolorem ut labore porro eius ut numquam.,True
5543,6701866,Tatjana Stykel,A modified matrix sign function method for projected Lyapunov equations.,Costas Kravaris,Dolorem sed voluptatem quiquia quisquam amet.,True
5544,6701867,Juri Belikov|Maris Tõnso|Ülle Kotta,Comparison of LPV and nonlinear system theory: A realization problem.,Franco Milicchio,Modi labore neque eius.,True
5545,6701868,Andreas Johansson|Khalid Tourkey Atta|Thomas Gustafsson,On the stability analysis of phasor and classic extremum seeking control.,Madeleine Davis-Moradkhan,Amet non etincidunt ipsum est magnam.,True
5546,6701869,Frédéric Gouaisbaut|Yassine Ariba,Delay range stability of a class of distributed time delay systems.,Cong Wang 0007,Dolorem ut sit sit labore consectetur adipisci dolore.,True
5547,6701870,Fuchun Sun 0001|Huaping Liu 0001|Kezhong He|Zengqi Sun,Reduced-order H,Fabio Bonassi,Etincidunt aliquam velit ut.,True
5548,6701871,Danny C. Sorensen,Passivity preserving model reduction via interpolation of spectral zeros.,Hieu Trinh,Dolor porro eius dolorem.,False
5549,6701872,Hamed Farivarnejad|Spring Berman,Design and analysis of a potential-based controller for safe robot navigation in unknown GPS-denied environments with strictly convex obstacles.,Axel Barrau,Quaerat ipsum labore numquam.,True
5550,6701873,Daizhan Cheng|Wei Ni 0002,Leader-following consensus of multi-agent systems under fixed and switching topologies.,Igal Bilik,Sit non quaerat quaerat adipisci eius ipsum velit.,True
5551,6701874,Paul Van Dooren|Thomas Berger,Computing the regularization of a linear differential-algebraic system.,Honghui Dong,Neque consectetur non non amet non sit adipisci.,True
5552,6701875,Jitao Sun|Tao Fang,Stability analysis of complex-valued nonlinear delay differential systems.,Anders Robertsson,Aliquam labore modi numquam neque.,True
5553,6701876,Augusto Ferrante|Patrizio Colaneri,Algebraic Riccati equation and J-spectral factorization for H∞ estimation.,Haiyang Wang,Quaerat etincidunt amet dolor.,True
5554,6701877,Emilia Fridman|Uri Shaked|Vladimir Suplin,Input/output delay approach to robust sampled-data H,Chan-eun Park 0001,Sit magnam adipisci ipsum amet magnam.,True
5555,6701878,Ali Saberi|Håvard Fjær Grip|Tor Arne Johansen,Estimation of states and parameters for linear systems with nonlinearly parameterized perturbations.,Peter J. Olver,Porro velit eius ut quisquam quisquam.,True
5556,6701879,Hideaki Ishii|Kunihisa Okano|Shinji Hara,Achievable sensitivity bounds for MIMO control systems via an information theoretic approach.,Ludovic Leclercq,Quaerat ipsum dolorem eius neque magnam porro est.,True
5557,6701880,Kay Tancock,Introducing article numbering to ,Chuan Yan,Ut porro neque ut.,True
5558,6701881,Arjan van der Schaft,Modeling of physical network systems.,Mohan S. Kankanhalli,Neque neque sed modi aliquam adipisci magnam.,True
5559,6701882,Cristiana J. Silva|Emmanuel Trélat,Asymptotic approach on conjugate points for minimal time bang-bang controls.,Jin Gyu Lee,Eius etincidunt ipsum quisquam voluptatem sit.,True
5560,6701883,Catalin Popa|Sivaguru S. Sritharan|Teodor Havârneanu,Exact internal controllability for the two-dimensional Navier-Stokes equations with the Navier slip boundary conditions.,Adam Z. Wyner,Velit sit neque sed quisquam sed voluptatem eius.,True
5561,6701884,Izumi Masubuchi,Dissipativity inequalities for continuous-time descriptor systems with applications to synthesis of control gains.,Andrei Halanay,Quisquam ut non ut.,True
5562,6701885,Lin Huang 0003|Ying Yang 0002,H,Changxi Li,Aliquam eius eius dolore est.,True
5563,6701886,Jovan Stefanovski,Feedback affinization of nonlinear control systems.,Marius Tucsnak,Velit modi tempora voluptatem tempora tempora neque ipsum.,True
5564,6701887,Hanbing Liu,Impulse output feedback stabilization of Fisher's equation.,Hao Liu 0004,Est ipsum consectetur ut adipisci etincidunt porro.,True
5565,6701888,Alexander L. Fradkov|Shinji Hara|Tetsuya Iwasaki,Time domain interpretations of frequency domain inequalities on (semi)finite ranges.,Jan M. Maciejowski,Porro aliquam quaerat etincidunt sit neque.,True
5566,6701889,Boris M. Miller|Evgeny Ya. Rubinovich,Kalman filter for controlled hybrid systems.,Boris Houska,Voluptatem consectetur porro amet labore.,False
5567,6701890,Enrique Fernández-Cara|Maurício Cardoso Santos,Numerical null controllability of the 1D linear Schrödinger equation.,Fu Lin,Adipisci ipsum etincidunt dolore non aliquam neque.,True
5568,6701891,Claudio De Persis|Dragan Nesic,Practical encoders for controlling nonlinear systems under communication constraints.,Guoliang Wei,Ut quaerat labore voluptatem quaerat sit etincidunt velit.,True
5569,6701892,Peng Lin 0001|Wei Ren 0001|Xiangdong Liu|Zhongkui Li,Consensus of linear multi-agent systems with reduced-order observer-based protocols.,Jian-Xin Xu 0001,Modi voluptatem consectetur consectetur consectetur aliquam non.,True
5570,6701893,Bin Zhou 0001|Guang-Ren Duan 0001|Kang-Kang Zhang|Mingzhe Hou,Prescribed-time control of high-order nonholonomic systems in chained form by time-varying feedback.,Ferdinand Bollwein,Non magnam etincidunt neque labore etincidunt sed tempora.,True
5571,6701894,Felix L. Schwenninger|Marc Puche|Thomas Berger,Funnel control in the presence of infinite-dimensional internal dynamics.,Beata Sikora,Modi ipsum neque dolor numquam quaerat.,True
5572,6701895,Luca Zaccarian|Mario Sassano,Model recovery anti-windup for output saturated SISO linear closed loops.,Tullio Zolezzi,Dolor dolore magnam sed quaerat dolorem etincidunt.,True
5573,6701896,Ian R. Petersen,Low frequency approximation for a class of linear quantum systems using cascade cavity realization.,Suhail M. Shah,Ipsum est sed adipisci ut dolorem quaerat adipisci.,True
5574,6701897,Yuhong Xu,Stochastic maximum principle for optimal control with multiple priors.,Junyong Sun,Numquam est sed magnam numquam labore tempora modi.,True
5575,6701898,Kai-Yuan Cai|Lin Tie,On near-controllability and stabilizability of a class of discrete-time bilinear systems.,Julien M. Hendrickx,Voluptatem modi magnam tempora.,True
5576,6701899,Yung Kuan Foo,On Kharitonov-type theorems for real polynomials: When is degree drop admissible?,Hitay Özbay,Tempora quiquia dolore quisquam sit modi amet dolorem.,True
5577,6701900,Boualem Djehiche|Nacira Agram,On a class of reflected backward stochastic Volterra integral equations and related time-inconsistent optimal stopping problems.,Ruo Jia,Dolor modi velit porro non aliquam quiquia ut.,True
5578,6701901,Elias B. Kosmatopoulos|Simone Baldi|Spandan Roy,On vanishing gains in robust adaptation of switched systems: A new leakage-based result for a class of Euler-Lagrange dynamics.,Ion Necoara,Neque neque neque quiquia labore neque aliquam.,True
5579,6701902,Efstathios Bakolas,Distributed partitioning algorithms for multi-agent networks with quadratic proximity metrics and sensing constraints.,Hongdan Li,Quaerat quaerat voluptatem modi dolor.,True
5580,6701903,Hugo Rodríguez-Cortés|Martín Velasco-Villa,A new geometric trajectory tracking controller for the unicycle mobile robot.,Francesco Bullo,Eius non neque quaerat dolore tempora velit.,True
5581,6701904,Matthew R. James|Srinivas Sridharan 0003,Dynamic programming and viscosity solutions for the optimal control of quantum spin systems.,Birgit Jacob,Amet sed velit amet aliquam neque ut.,True
5582,6701905,Andrew R. Teel|Gene Grimm|Luca Zaccarian,The l,Antonio Torralba 0002,Labore consectetur dolor porro quiquia.,True
5583,6701906,Germain Garcia|Márcio J. Lacerda|Pedro L. D. Peres|Sophie Tarbouriech,H,Guodong Shi,Dolore dolore sed velit aliquam modi porro.,True
5584,6701907,Michael Malisoff,Further results on the Bellman equation for optimal control problems with exit times and nonnegative Lagrangians.,Jacques Dudon,Etincidunt dolorem dolore eius dolorem.,True
5585,6701908,Fayçal Ikhouane|Oriol Gomis-Bellmunt,Author's reply.,Derong Liu 0001,Aliquam velit dolor dolorem quiquia.,True
5586,6701909,Daniel E. Miller,A new approach to adaptive control: no nonlinearities.,Jean-Pierre Archambault,Eius est est magnam adipisci velit magnam voluptatem.,True
5587,6701910,Adriano Da Silva|Max Ferreira|Víctor Ayala,Affine and bilinear systems on Lie groups.,Matthew J. Saltzman,Voluptatem magnam quaerat est.,True
5588,6701911,Ezra Zeheb|Yuri Dolgin,Finite Nyquist and Finite Inclusions Theorems for disjoint stability regions.,Haofeng Xu,Sed adipisci magnam quiquia labore.,True
5589,6701912,Fuke Wu|Shigeng Hu|Xuerong Mao,Stochastic suppression and stabilization of functional differential equations.,Ichiro Maruta,Dolorem ipsum neque porro magnam.,True
5590,6701913,Khac Duc Do 0001,Global inverse optimal stabilization of stochastic nonholonomic systems.,Pierdomenico Pepe,Ut dolor quiquia etincidunt amet dolor.,True
5591,6701914,Ajay Gautam|Yeng Chai Soh,Constraint-softening in model predictive control with off-line-optimized admissible sets for systems with additive and multiplicative disturbances.,Gnana R. Kotamraju,Ipsum eius non sit voluptatem aliquam aliquam velit.,True
5592,6701915,Bart Besselink|Paul Wijnbergen,Existence of decentralized controllers for vehicle platoons: On the role of spacing policies and available measurements.,Andrew Reed Stewart,Est est numquam voluptatem porro ipsum etincidunt.,True
5593,6701916,Gengsheng Wang,The existence of time optimal control of semilinear parabolic equations.,Ji Zhang,Non ut ipsum eius consectetur consectetur quaerat quisquam.,True
5594,6701917,Jianhui Huang|Tianxiao Wang|Xun Li 0002,Characterizations of closed-loop equilibrium solutions for dynamic mean-variance optimization problems.,Brandon J. Wellman,Velit adipisci est dolore labore labore etincidunt dolor.,True
5595,6701918,M. Kanat Camlibel,Popov-Belevitch-Hautus type controllability tests for linear complementarity systems.,Lin Huang 0003,Velit adipisci ipsum eius neque modi ut etincidunt.,True
5596,6701919,Laurent Lefèvre|Silviu Medianu,Structural identifiability of linear Port Hamiltonian systems.,Alberto Valejo,Labore ipsum velit adipisci non.,False
5597,6701920,Christophe Prieur 0001|Hugo Lhachemi,Nonlinear boundary output feedback stabilization of reaction-diffusion equations.,Gilad Lerman,Modi porro numquam quisquam neque porro magnam adipisci.,True
5598,6701921,Claudio De Persis|Hui Liu 0004|Ming Cao 0001,Quantization effects on synchronized motion of teams of mobile agents with second-order dynamics.,Alessio Benavoli,Aliquam eius tempora quaerat dolor.,True
5599,6701922,Haidong Yuan,Reachable set of operators on controlled open quantum systems in a Markovian environment.,Birgit Pröll,Consectetur eius amet non aliquam.,True
5600,6701923,Abel Cadenillas,"A stochastic maximum principle for systems with jumps, with applications to finance.",Annette Rittmann,Quiquia sit ipsum porro.,True
5601,6701924,Bao Wang|Quanxin Zhu,The novel sufficient conditions of almost sure exponential stability for semi-Markov jump linear systems.,Jacques Demongeot,Modi dolorem quaerat ut quaerat sed dolor.,True
5602,6701925,Eduardo F. Camacho 0001|Encarnación Algaba|Francisco Javier Muros|José María Maestre,The Banzhaf value as a design tool in coalitional control.,Thi Ai Thao Nguyen,Velit non quaerat numquam ut non dolore numquam.,True
5603,6701926,Cedric Langbort|Raffaello D'Andrea|Ramu S. Chandra,Distributed control design with robustness to small time delays.,Dinh Hoa Nguyen,Dolorem voluptatem velit sit amet est velit.,True
5604,6701927,Jie Huang 0001|Youfeng Su,Cooperative adaptive output regulation for a class of nonlinear uncertain multi-agent systems with unknown leader.,Laurent d'Orazio,Velit etincidunt quaerat labore velit.,True
5605,6701928,Jianxing Liu|Ligang Wu|Renjie Ma|Xiangyu Shao,Event-triggered sliding mode control of Markovian jump systems against input saturation.,Alexey P. Zhabko,Dolore quaerat voluptatem consectetur non sed quaerat.,True
5606,6701929,Daniel Petersson|Johan Löfberg,Model reduction using a frequency-limited H,Evelyne Hubert,Etincidunt etincidunt consectetur modi adipisci eius dolorem.,True
5607,6701930,Mirai Tanaka|Mitsuru Toyoda,Local R-linear convergence of ADMM-based algorithm for ℓ1-norm minimization with linear and box constraints.,Yingmin Jia,Porro porro numquam adipisci non.,True
5608,6701931,Daniel R. Reynolds|Petr Kloucek|Thomas I. Seidman,On thermodynamic active control of shape memory alloy wires.,Jun Fu 0001,Adipisci ipsum amet sit.,True
5609,6701932,Alejandro J. Rojas,Signal-to-noise ratio performance limitations for input disturbance rejection in output feedback control.,Haoran Wang,Dolore numquam non etincidunt.,True
5610,6701933,Chaoyong Li|Junmin Peng|Xudong Ye,Cooperative control of high-order nonlinear systems with unknown control directions.,Roberto Tempo,Sed amet dolor adipisci dolor sed.,True
5611,6701934,Guangming Xie|Long Wang 0001|Yuan Gong Sun,Average consensus in networks of dynamic agents with switching topologies and multiple time-varying delays.,Chris Schwarz 0001,Tempora sit quisquam ut adipisci.,True
5612,6701935,Quanxin Zhu|Xuetao Yang,"Corrigendum to ""Stabilization in probability and mean square of controlled stochastic dynamical system with state delay"" [Syst. Control Lett. 68(2014) 95-100].",Guoxiang Gu,Tempora non labore etincidunt.,True
5613,6701936,Daniel Limón|Sankaranarayanan Subramanian|Sebastian Engell|Sergio Lucia,Stability properties of multi-stage nonlinear model predictive control.,Chung-Yao Kao,Est amet magnam est numquam non.,True
5614,6701937,Bartosz Ficak,Point delay methods applied to the investigation of stability for a class of distributed delay systems.,Eero Immonen,Dolor sed sit amet aliquam est magnam modi.,True
5615,6701938,Thomas Lorenz,Boundary regularity of reachable sets of control systems.,Krzysztof Tchon,Neque ipsum quisquam tempora adipisci.,True
5616,6701939,Birgit Jacob|Hans Zwart,Exact observability of diagonal systems with a finite-dimensional output operator.,Alexander I. Barvinok,Labore dolore magnam sed.,True
5617,6701940,Peng Lin 0001|Wei Ren 0001|Yi Huang 0007|Yonggang Li,Distributed rotating consensus of second-order multi-agent systems with nonuniform delays.,Farid Bonawiede,Neque est est dolore voluptatem aliquam eius tempora.,True
5618,6701941,Harry L. Trentelman|Sasanka V. Gottimukkala|Shaik Fiaz,Equivalence of rational representations of behaviors.,Khuong Nguyen-An,Aliquam non porro ut ipsum etincidunt tempora.,True
5619,6701942,Bao-Zhu Guo|Jiankang Liu,A novel semi-discrete scheme preserving uniformly exponential stability for an Euler-Bernoulli beam.,Dianli Zhao,Velit dolorem dolorem adipisci quaerat labore numquam non.,True
5620,6701943,Nikolaos Kazantzis,A new approach to the zero-dynamics assignment problem for nonlinear discrete-time systems using functional equations.,Jeff Lipkowitz,Eius sit porro dolorem magnam.,True
5621,6701944,Andrea Serrani|Saverio Messineo,Adaptive feedforward disturbance rejection in nonlinear systems.,Cheng-Zhong Xu 0002,Sit quisquam adipisci modi aliquam velit amet est.,True
5622,6701945,Feng Xiao 0002|Liqi Zhou|Qi Zhao|Yuanshi Zheng|Yuling Zhang,Game-based coordination control of multi-agent systems.,Maarten van Banerveld,Neque quiquia dolor eius dolor magnam.,True
