citaID,author,title,year
6700220,Prodromos Daoutidis|Wentao Tang,Dissipativity learning control (DLC): Theoretical foundations of input-output data-driven model-free control.,2021.0
6700221,Alain Vande Wouwer|Habib Dimassi|Joseph J. Winkin,A sliding mode observer for a linear reaction-convection-diffusion equation with disturbances.,2019.0
6700222,Bao-Zhu Guo|Zhi-Chao Shao,Regularity of a Schrödinger equation with Dirichlet control and colocated observation.,2005.0
6700223,Ignacy Duleba|Wissem Khefifi,Pre-control form of the generalized Campbell-Baker-Hausdorff-Dynkin formula for affine nonholonomic systems.,2006.0
6700224,Fabian Wirth|Uwe Helmke,On controllability of the real shifted inverse power iteration.,2001.0
6700225,Pavel Chigansky,An ergodic theorem for filtering with applications to stability.,2006.0
6700226,Bram Demeulenaere|Goele Pipeleers|Jan Swevers|Lieven Vandenberghe,Extended LMI characterizations for stability and performance of linear systems.,2009.0
6700227,Haidong Yuan|Navin Khaneja,Reachable set of bilinear control systems with time varying drift.,2006.0
6700228,Bao-Li Ma,Global kappa-exponential asymptotic stabilization of underactuated surface vessels.,2009.0
6700229,Ali Devran Kara|Naci Saldi|Serdar Yüksel,Weak Feller property of non-linear filters.,2019.0
6700230,Cong Wang 0007|David J. Hill 0001|Tengfei Liu,Learning from neural control of nonlinear systems in normal form.,2009.0
6700231,Andrew R. Teel|Luca Zaccarian|Sergio Galeani,Constructive nonlinear anti-windup design for exponentially unstable linear plants.,2007.0
6700232,Fatima Zohra Taousser|Michael Defoort|Mohamed Djemai,Stability analysis of a class of switched linear systems on non-uniform time domains.,2014.0
6700233,Jan Willem Polderman|Rom Langerak,Stability and robustness of planar switching linear systems.,2012.0
6700234,Anuradha M. Annaswamy|Silviu-Iulian Niculescu,An adaptive Smith-controller for time-delay systems with relative degree n,2003.0
6700235,Jiao Li|Jun Zhao 0002,Passivity and feedback passification of switched discrete-time linear systems.,2013.0
6700236,Amit K. Sanyal|Melvin Leok|N. Harris McClamroch|Taeyoung Lee,Global optimal attitude estimation using uncertainty ellipsoids.,2008.0
6700237,Uri Shaked|Vladimir Suplin,Robust H,2008.0
6700238,John Burns|Richard M. Murray|Wei Kang,Advances in theoretical and computational nonlinear control - Dedicated to the 80th birthday of Professor Arthur J. Krener.,2023.0
6700239,Michelangelo Bin,"Generalized recursive least squares: Stability, robustness, and excitation.",2022.0
6700240,Hongbin Ma,"An ""impossibility"" theorem on a class of high-order discrete-time nonlinear control systems.",2008.0
6700241,Shengyuan Xu|Weimin Chen 0001|Yun Zou,Stabilization of hybrid neutral stochastic differential delay equations by delay feedback control.,2016.0
6700242,Nikolai Dokuchaev 0001,Optimal replication of random vectors by ordinary integrals.,2013.0
6700243,Eduardo D. Sontag,"Passivity gains and the ""secant condition"" for stability.",2006.0
6700244,Jun-ichi Imura|Shun-Ichi Azuma,Polynomial-time probabilistic observability analysis of sampled-data piecewise affine systems.,2007.0
6700245,Eric Rogers|Virendra R. Sule,A behavioral approach to the control of discrete linear repetitive processes.,2004.0
6700246,Bei Lu|Fen Wu,Anti-windup control design for exponentially unstable LTI systems with actuator saturation.,2004.0
6700247,Amritam Das|Rodolphe Sepulchre|Thomas Chaffey,Oscillations in mixed-feedback systems.,2022.0
6700248,A. M. Kaganovich|A. V. Dmitruk,The Hybrid Maximum Principle is a consequence of Pontryagin Maximum Principle.,2008.0
6700249,Antonis Papachristodoulou|Giorgio Valmorbida|Mohamadreza Ahmadi,Safety verification for distributed parameter systems using barrier functionals.,2017.0
6700250,Jingfang Huang|Kangsheng Liu|Xin Yu,Semidiscrete finite element approximation of time optimal control problems for semilinear heat equations with nonsmooth initial data.,2018.0
6700251,Joachim Rosenthal|Roxana Smarandache|Ryan Hutchinson,Convolutional codes with maximum distance profile.,2005.0
6700252,Derek A. Paley|Francis D. Lagor|Kayo Ide,Incorporating prior knowledge in observability-based path planning for ocean sampling.,2016.0
6700253,Hideaki Ishii|Koji Tsumura|Tomohisa Hayakawa,Adaptive quantized control for nonlinear uncertain systems.,2009.0
6700254,Alexander Lanzon|Hsueh-Ju Chen,Closed-loop stability analysis of discrete-time negative imaginary systems.,2018.0
6700255,Ademir F. Pazoto|Sorin Micu,Stabilization of a Boussinesq system with generalized damping.,2017.0
6700256,Eric Rogers|Julia P. Emelianova|Krzysztof Galkowski|Pavel V. Pakshin,Stability of nonlinear discrete repetitive processes with Markovian switching.,2015.0
6700257,Li Yu,"Comments and improvement on ""Robust control of state delayed systems with polytopic type uncertainties via parameter-dependent Lyapunov functionals"".",2004.0
6700258,Guangming Xie|Kaien Liu|Long Wang 0001,Containment control for second-order multi-agent systems with time-varying delays.,2014.0
6700259,José Guadalupe Romero|Romeo Ortega|Stanislav Aranovskiy,A new least squares parameter estimator for nonlinear regression equations with relaxed excitation conditions and forgetting factor.,2022.0
6700260,Germain Garcia|Giorgio Valmorbida|Matthew C. Turner|Sophie Tarbouriech,Anti-windup design for saturating quadratic systems.,2013.0
6700261,Zbigniew Bartosiewicz,Positive nonlinear realizations of response maps.,2014.0
6700262,Birgit Jacob|Jonathan R. Partington|Sandra Pott,Zero-class admissibility of observation operators.,2009.0
6700263,Amirhossein Taghvaei|Anant A. Joshi|Prashant G. Mehta|Sean P. Meyn,Controlled interacting particle algorithms for simulation-based reinforcement learning.,2022.0
6700264,Dabo Xu|Xinghu Wang|Yiguang Hong,Consensus control of nonlinear leader-follower multi-agent systems with actuating disturbances.,2014.0
6700265,Christopher Edwards|Ian Postlethwaite|Prathyush P. Menon,L,2014.0
6700266,Giovanni L. Santosuosso|Riccardo Marino,Global exponential regulation of discrete time linear systems with unknown neutrally stable exosystems.,2011.0
6700267,James M. Bailey|Tomohisa Hayakawa|Wassim M. Haddad,Adaptive control for nonlinear compartmental dynamical systems with applications to clinical pharmacology.,2006.0
6700268,Baizheng An|Bomin Huang|Fei Chen 0008|Yao Zou|Ziyang Meng,Distributed optimization for uncertain nonlinear interconnected multi-agent systems.,2022.0
6700269,Dongyun Lin|Maoqing Li|Weiyao Lan,Composite nonlinear feedback control for linear singular systems with input saturation.,2011.0
6700270,Dongfang Han|Lidong He|Ling Shi|Xiaofan Wang 0001,Optimal two-sensor scheduling under duty cycle constraint.,2013.0
6700271,Paulo Tabuada,Local factorization of trajectory lifting morphisms for single-input affine control systems.,2006.0
6700272,Changyun Wen|Jiangshuai Huang|Wei Wang 0016|Yong-Duan Song,Global stable tracking control of underactuated ships with input saturation.,2015.0
6700273,Arie Feuer|Graham C. Goodwin|José A. De Doná|Juan I. Yuz,Control of constrained linear systems using fast sampling rates.,2005.0
6700274,Bin Zhou 0001|Guang-Ren Duan 0001,Global stabilization of linear systems via bounded controls.,2009.0
6700275,Luc Knockaert,Matrix nearness-based guaranteed passive system approximation.,2013.0
6700276,Patricia Cathalifaud|Thomas R. Bewley,A noncausal framework for model-based feedback control of spatially developing perturbations in boundary-layer flow systems. Part II: numerical simulations using state feedback.,2004.0
6700277,Augusto Ferrante,Minimal representations of continuous-time processes having spectral density with zeros in the extended imaginary axis.,2005.0
6700278,Cecília F. Morais|Eduardo S. Tognetti|Márcio F. Braga|Pedro L. D. Peres|Ricardo C. L. F. Oliveira,Discretization and event triggered digital output feedback control of LPV systems.,2015.0
6700279,Francisco Javier Bejarano|Gang Zheng 0002,Observability of singular time-delay systems with unknown inputs.,2016.0
6700280,Christian Commault|Jean-Michel Dion,The single-input Minimal Controllability Problem for structured systems.,2015.0
6700281,Claudio Altafini|David G. Cory|Paola Cappellaro,Feedback schemes for radiation damping suppression in NMR: A control-theoretical perspective.,2010.0
6700282,Seddik M. Djouadi|Yanyan Li,On the computation of the gap metric for LTV systems.,2007.0
6700283,Dan Liu|Junjie Fu|Meiqi Tang,Robust adaptive trajectory tracking for wheeled mobile robots based on Gaussian process regression.,2022.0
6700284,Daniel E. Miller|Edward J. Davison,Linear periodic controller design for decentralized control systems.,2014.0
6700285,Chong-Jin Ong|Quanyi Liang|Zhikun She,Output consensusability of network with two-dimensional heterogeneous linear agents via static diffusive output feedback.,2022.0
6700286,Jie Pan 0001|Khac Duc Do 0001|Zhong-Ping Jiang,Global partial-state feedback and output-feedback tracking controllers for underactuated ships.,2005.0
6700287,Martin Redmann,An LT2-error bound for time-limited balanced truncation.,2020.0
6700288,Kangsheng Liu|Xin Yu,Eventual regularity of the semigroup associated with the mono-tubular heat exchanger equation with output feedback.,2006.0
6700289,Georges Bastin|Vincent Guffens,Congestion control in compartmental network systems.,2006.0
6700290,Cesar O. Aguilar,On the existence and uniqueness of solutions to the output regulation equations for periodic exosystems.,2012.0
6700291,Che Lin|Guofei Chai|Minyue Fu 0001|Zhiyun Lin,Single landmark based collaborative multi-agent localization with time-varying range measurements and information sharing.,2016.0
6700292,Jitao Sun|Lijuan Chen,Distributed optimal control and L2 gain performance for the multi-agent system with impulsive effects.,2018.0
6700293,Jonas Witschel,On output stabilizability of differential-algebraic equations.,2022.0
6700294,Anke Kalauch|Markus Klose|Stefan Siegmund|Thai Son Doan 0001,Stability of positive linear switched systems on ordered Banach spaces.,2015.0
6700295,Federica Grossi|Luigi Biagiotti|Roberto Zanasi,Qualitative graphical representation of Nyquist plots.,2015.0
6700296,Tingshu Hu|Zongli Lin,On the tightness of a recent set invariance condition under actuator saturation.,2003.0
6700297,Alejandro D. Domínguez-García|Daniel Liberzon|Olaoluwapo Ajala,Robust leader-follower synchronization of electric power generators.,2021.0
6700298,Tibor Takács|Éva Gyurkovics,A remark on abstract multiplier conditions for robustness problems.,2009.0
6700299,Andrii Mironchenko,Local input-to-state stability: Characterizations and counterexamples.,2016.0
6700300,Han-Fu Chen|Wen-Xiao Zhao,"Identification of Wiener, Hammerstein, and NARX systems as Markov Chains with improved estimates for their nonlinearities.",2012.0
6700301,Antonio Loría|Esten Ingar Grøtli|Per Johan Nicklasson|Rune Schlanbusch,Hybrid attitude tracking of rigid bodies without angular velocity measurement.,2012.0
6700302,Huijun Gao|James Lam|Ping Li 0004|Xianwei Li 0001,Improved results on H,2014.0
6700303,Bart De Schutter|Ton J. J. van den Boom,MPC for continuous piecewise-affine systems.,2004.0
6700304,Christoph Kawan,On the structure of uniformly hyperbolic chain control sets.,2016.0
6700305,Christophe Prieur 0001|Hugo Lhachemi|Robert Shorten,Exponential input-to-state stabilization of a class of diagonal boundary control systems with delay boundary control.,2020.0
6700306,Gang George Yin|Le Yi Wang|Lijian Xu|Wei Xing Zheng 0001,Enhanced feedback robustness against communication channel multiplicative uncertainties via scaled dithers.,2014.0
6700307,Hitay Özbay|Kenji Kashima|Yutaka Yamamoto,A Hamiltonian-based solution to the mixed sensitivity optimization problem for stable pseudorational plants.,2005.0
6700308,Daniele Cannarsa|Mario Sigalotti,Approximately controllable finite-dimensional bilinear systems are controllable.,2021.0
6700309,Chris Guiver|Hartmut Logemann|Max E. Gilmore,Semi-global incremental input-to-state stability of discrete-time Lur'e systems.,2020.0
6700310,Angelo Alessandri|Giorgio Battistelli|Marco Baglietto,Robust receding-horizon state estimation for uncertain discrete-time linear systems.,2005.0
6700311,Daniel E. Miller,A parameter adaptive controller which provides exponential stability: The first order case.,2017.0
6700312,Ionela Prodan|Laurent Lefèvre|Ngoc Minh Trang Vu|Thanh Hung Pham,A combined Control by Interconnection - Model Predictive Control design for constrained Port-Hamiltonian systems.,2022.0
6700313,Jingyuan Zhan|Xiang Li 0010|Yanjie Hu,Adaptive event-triggered distributed model predictive control for multi-agent systems.,2019.0
6700314,Ravi N. Banavar|Sudin Kadam,Variational dynamic interpolation for kinematic systems on trivial principal bundles.,2020.0
6700315,Sérgio S. Rodrigues,Remarks on finite and infinite time-horizon optimal control problems.,2023.0
6700316,Alireza Farhadi|N. U. Ahmed,Suboptimal decentralized control over noisy communication channels.,2011.0
6700317,Georges Bastin|Jean-Michel Coron,A quadratic Lyapunov function for hyperbolic density-velocity systems with nonuniform steady states.,2017.0
6700318,Cheng-Chew Lim|Huabin Chen|Peng Shi 0001,Stability analysis for neutral stochastic delay systems with Markovian switching.,2017.0
6700319,Dario Bauso,Consensus via multi-population robust mean-field games.,2017.0
6700320,Daniel Melchor-Aguilar,On Lyapunov functionals for linear functional difference equations.,2019.0
6700321,Chenggui Yuan|John Lygeros,Stabilization of a class of stochastic differential equations with Markovian switching.,2005.0
6700322,Weilin Wang|Xiang Yin 0003|Zhaojian Li,Trajectory detectability of discrete-event systems.,2018.0
6700323,Johari Halim Shah Osman|M. Ruddin A. Ghani|Yahaya Md. Sam,A class of proportional-integral sliding mode control with application to active suspension system.,2004.0
6700324,Carsten W. Scherer|I. Emre Köse,From transfer matrices to realizations: Convergence properties and parametrization of robustness analysis conditions.,2013.0
6700325,Marcelo Moisan|Olivier Bernard 0003,Robust interval observers for global Lipschitz uncertain chaotic systems.,2010.0
6700326,Michael Cantoni|Sei Zhen Khong,Gap metrics for time-varying linear systems in a continuous-time setting.,2014.0
6700327,Bin Jiang 0001|Hao Yang 0001|Qingkai Meng,On structural accessibility of network nonlinear systems.,2021.0
6700328,Dan Pilbauer|David Osta|Jaroslav Busek|Tomás Vyhlídal|Wim Michiels,Control design and experimental validation for flexible multi-body systems pre-compensated by inverse shapers.,2018.0
6700329,Stephen P. Boyd|Yang Wang 0021,Performance bounds for linear stochastic control.,2009.0
6700330,Lars Grüne|Neil Thatcher|Vladimir Gaitsgory,Stabilization with discounted optimal control.,2015.0
6700331,Brahim Mezerdi|Khaled Bahlali|Nabil Khelfallah,Necessary and sufficient conditions for near-optimality in stochastic control of FBSDEs.,2009.0
6700332,Cristian Oara|Raluca Andrei,Numerical solution to a descriptor discrete-time algebraic Riccati equation.,2013.0
6700333,Huiping Li|Weisheng Yan|Yang Shi 0001,A receding horizon stabilization approach to constrained nonholonomic systems in power form.,2017.0
6700334,John G. Thistle,Undecidability in decentralized supervision.,2005.0
6700335,Mihály Petreczky,Reachability of linear switched systems: Differential geometric approach.,2006.0
6700336,Andong Liu|Guangming Xie|Hong-xiang Hu|Li Yu 0001|Qi Xuan,Second-order consensus of multi-agent systems in the cooperation-competition network with switching topologies: A time-delayed impulsive control approach.,2013.0
6700337,Jean-Pierre Raymond|Phuong Anh Nguyen,Pointwise control of the Boussinesq system.,2011.0
6700338,Dan Tiba|Jürgen Sprekels,Optimization of clamped plates with discontinuous thickness.,2003.0
6700339,Dirk Aeyels|Luc Moreau 0002,Periodic output feedback stabilization of single-input single-output continuous-time systems with odd relative degree.,2004.0
6700340,Marco C. Campi|Sergio Bittanti|Simone Garatti,The asymptotic model quality assessment for instrumental variable identification revisited.,2006.0
6700341,Vakhtang Lomadze,Relative completeness and specifiedness properties of continuous linear dynamical systems.,2010.0
6700342,Huaibin Tang|Tao Li 0002,Convergence rates of discrete-time stochastic approximation consensus algorithms: Graph-related limit bounds.,2018.0
6700343,Jonathan H. Manton|Paul T. Norbury|Walter D. Neumann,On the algebraic identifiability of finite impulse response channels driven by linearly precoded signals.,2005.0
6700344,Andreas Kugi|François Chaplais|Knut Graichen|Nicolas Petit,Handling constraints in optimal control with saturation functions and system extension.,2010.0
6700345,Zhuangzhuang Xing,Mean-field backward stochastic differential equations with reflection and related nonlocal PDEs in a convex domain.,2022.0
6700346,E. Richard|Frédéric Mazenc,Stabilization of hydraulic systems using a passivity property.,2001.0
6700347,Haitao Li 0001|Yuna Liu,Logical matrix factorization towards topological structure and stability of probabilistic Boolean networks.,2021.0
6700348,Anders Robertsson|Anders Sandberg|Anton S. Shiriaev|John W. Perram,Periodic motion planning for virtually constrained Euler-Lagrange systems.,2006.0
6700349,Alberto Isidori|Andrea Serrani|Lorenzo Marconi 0001,Non-resonance conditions for uniform observability in the problem of nonlinear output regulation.,2004.0
6700350,Krzysztof Tchon|Mariusz Janiak,Repeatable approximation of the Jacobian pseudo-inverse.,2009.0
6700351,Jitao Sun|Junhui Zhang,A game theoretic approach to multi-channel transmission scheduling for multiple linear systems under DoS attacks.,2019.0
6700352,Dario Bauso|Laura Giarré|Raffaele Pesenti,Non-linear protocols for optimal distributed consensus in networks of dynamic agents.,2006.0
6700353,Gang Feng 0001|James Lam|Shaosheng Zhou,New characterization of positive realness and control of a class of uncertain polytopic discrete-time systems.,2005.0
6700354,Linlin Shi|Meiqin Liu|Ronghao Zheng|Senlin Zhang,Distributed circumnavigation control of autonomous underwater vehicles based on local information.,2021.0
6700355,Masami Saeki|Nobutaka Wada,An LMI based scheduling algorithm for constrained stabilization problems.,2008.0
6700356,Rafael Serrano,On the LP formulation in measure spaces of optimal control problems for jump-diffusions.,2015.0
6700357,Carlos Silvestre|Paulo Jorge Ramalho Oliveira|Pedro Tiago Martins Batista,Globally exponentially stable filters for source localization and navigation aided by direction measurements.,2013.0
6700358,Alessandro Astolfi|David Angeli,A tight small-gain theorem for not necessarily ISS systems.,2007.0
6700359,Andrea Seidl|Dieter Grass|Gustav Feichtinger|Peter M. Kort,"Why (some) abnormal problems are ""normal"".",2021.0
6700360,Arie Feuer|Graham C. Goodwin,Linear deterministic adaptive control: fundamental limitations?,2003.0
6700361,Paolo Paoletti|Roberto Genesio,Rate limited time optimal control of a planar pendulum.,2011.0
6700362,Jingtao Shi|Weijun Meng,A global maximum principle for stochastic optimal control problems with delay and applications.,2021.0
6700363,Evren Yurtseven|M. Kanat Camlibel|W. P. M. H. Heemels,Disturbance decoupling of switched linear systems.,2012.0
6700364,Hélène Frankowska|Piermarco Cannarsa,Local regularity of the value function in optimal control.,2013.0
6700365,Chan-eun Park 0001|Nam Kyu Kwon|PooGyeon Park,Optimal H∞ filtering for singular Markovian jump systems.,2018.0
6700366,Ambrose A. Adegbege|Zachary E. Nelson,A Gauss-Seidel type solver for the fast computation of input-constrained control systems.,2016.0
6700367,George Weiss|Marius Tucsnak|Pei Su,Stabilizability properties of a linearized water waves system.,2020.0
6700368,Michael Cantoni|Paresh Date,A bound on closed-loop performance based on finite-frequency response samples.,2005.0
6700369,Domenico Prattichizzo|Lorenzo Ntogramatzidis,Squaring down LTI systems: A geometric approach.,2007.0
6700370,Guanghui Sun|Jianxing Liu|Ligang Wu|Ming Liu|Yabin Gao,Fault deviation estimation and integral sliding mode control design for Lipschitz nonlinear systems.,2019.0
6700371,Ho-Lim Choi|Hyun-Wook Jo|Jong-Tae Lim,Observer based output feedback regulation of a class of feedforward nonlinear systems with uncertain input and state delays using adaptive gain.,2014.0
6700372,Andrew R. Teel|Dragan Nesic|Luca Zaccarian,On finite gain Lp stability of nonlinear sampled-data systems.,2003.0
6700373,Vladimir L. Kharitonov,Lyapunov matrices for a class of time delay systems.,2006.0
6700374,G. S. Venkatesh|W. Steven Gray,Relative degree of interconnected SISO nonlinear control systems.,2019.0
6700375,Henrik Anfinsen|Ole Morten Aamo,Model reference adaptive control of n+1 coupled linear hyperbolic PDEs.,2017.0
6700376,Huanshui Zhang|Juanjuan Xu|Zhenhua Wang,Consensusability of multi-agent systems with time-varying communication delay.,2014.0
6700377,Jean Auriol|Jeanne Redaud|Silviu-Iulian Niculescu,Output-feedback control of an underactuated network of interconnected hyperbolic PDE-ODE systems.,2021.0
6700378,Jin Gyu Lee|Junsoo Kim,Mixed analog-digital method of designing a heterogeneous network with the desired collective behavior and rapid convergence.,2022.0
6700379,Eric Rogers|Krzysztof Galkowski|Olivier Bachelier|Pawel Grzegorz Dabkowski,Strong practical stability and stabilization of differential linear repetitive processes.,2010.0
6700380,Tsu-Chin Tsao|Zhen Zhang|Zongxuan Sun,Trajectory tracking and disturbance rejection for linear time-varying systems: Input/output representation.,2009.0
6700381,Frédéric Mazenc|Michael Malisoff,Reduction model approach for linear time-varying systems with input delays based on extensions of Floquet theory.,2016.0
6700382,Pierre-Cyril Aubin-Frankowski,Lipschitz regularity of the minimum time function of differential inclusions with state constraints.,2020.0
6700383,Biao Huang 0001|James Lam|Liqian Zhang,H,2003.0
6700384,Carlos Silvestre|David Cabecinhas|Rita Cunha,Almost global stabilization of fully-actuated rigid bodies.,2009.0
6700385,Bonan Zhou|Jason L. Speyer,ℋ2 control of SISO fractional order systems.,2019.0
6700386,Antonio Tornambè|Laura Menini,Control of (otherwise) uncontrollable linear mechanical systems through non-smooth impacts.,2003.0
6700387,Shuzhi Sam Ge,"Comments on ""Adaptive global stabilization of nonholonomic systems with strong nonlinear drifts"": [Systems & Control Letters 46 (2002) 195-205].",2003.0
6700388,Corentin Briat,Convex conditions for robust stabilization of uncertain switched systems with guaranteed minimum and mode-dependent dwell-time.,2015.0
6700389,He Kong|Salah Sukkarieh|Tianshi Chen 0001|Travis J. Arnold|Wei Xing Zheng 0001,The noise covariances of linear Gaussian systems with unknown inputs are not uniquely identifiable using autocovariance least-squares.,2022.0
6700390,Die Gan|Zhixin Liu 0003,Performance analysis of the compressed distributed least squares algorithm.,2022.0
6700391,Dan Sui|Tor Arne Johansen,Linear constrained moving horizon estimator with pre-estimating observer.,2014.0
6700392,Brian D. O. Anderson|Robert N. Shorten|Wynita M. Griggs,"A test for determining systems with ""mixed"" small gain and passivity properties.",2011.0
6700393,Tingshu Hu|Yacov A. Shamash|Zongli Lin,Semi-global stabilization with guaranteed regional performance of linear systems subject to actuator saturation.,2001.0
6700394,Kuang-Chiung Chang|Kuo-Kai Shyu|Yao-Wen Tsai,Decentralized variable structure control for mismatched uncertain large-scale systems: a new approach.,2001.0
6700395,Vakhtang Lomadze,Characterization of linear differential systems (in several variables).,2014.0
6700396,Hamed Mojallali|Mohamadreza Ahmadi|Rafael Wisniewski,On robust stability of switched systems in the context of Filippov solutions.,2017.0
6700397,Mihai-Sorin Stupariu,A quiver approach to studying orbit spaces of linear systems.,2014.0
6700398,Pietro Tesi|Shuai Feng,Networked control systems under Denial-of-Service: Co-located vs. remote architectures.,2017.0
6700399,Cheng-Chew Lim|Yi Shen 0001|Zhenhua Wang 0004,Interval observer design for uncertain discrete-time linear systems.,2018.0
6700400,Pierre Lissy,An application of a conjecture due to Ervedoza and Zuazua concerning the observability of the heat equation in small time to a conjecture due to Coron and Guerrero concerning the uniform controllability of a convection-diffusion equation in the vanishing viscosity limit.,2014.0
6700401,Nael H. El-Farra|Panagiotis D. Christofides|Prashant Mhaskar,Output feedback control of switched nonlinear systems using multiple Lyapunov functions.,2005.0
6700402,Xiuxiang Zhou|Yanqing Wang,Exact controllability of stochastic differential equations with memory.,2020.0
6700403,Hernán R. Henríquez,Stabilization of hereditary distributed parameter control systems.,2001.0
6700404,Costas Kravaris|Georgios Savoglidis,Modular design of nonlinear observers for state and disturbance estimation.,2008.0
6700405,Jean-Charles Delvenne|Ruggero Carli|Sandro Zampieri,Optimal strategies in the average consensus problem.,2009.0
6700406,Janusz Wyrwal|Jerzy Klamka,Controllability of second-order infinite-dimensional systems.,2008.0
6700407,Ian Hogeboom-Burr|Serdar Yüksel,"Zero-sum games involving teams against teams: Existence of equilibria, and comparison and regularity in information.",2023.0
6700408,Juan C. Jiménez|T. Ozaki,Linear estimation of continuous-discrete linear state space models with multiplicative noise.,2002.0
6700409,Izchak Lewkowicz,Passive linear continuous-time systems: Characterization through structure.,2021.0
6700410,Michael Ulbrich,Constrained optimal control of Navier-Stokes flow by semismooth Newton methods.,2003.0
6700411,Haofeng Xu|Quanxin Zhu,New criteria on pth moment exponential stability of stochastic delayed differential systems subject to average-delay impulses.,2022.0
6700412,Jean-François Trégouët|Jérémie Kreiss,"Input redundancy: Definitions, taxonomy, characterizations and application to over-actuated systems.",2021.0
6700413,Chongyang Ning|Jin-Hua She|Min Wu 0002|Qingping Liu|Yong He 0003,Input-to-state stability of nonlinear systems based on an indefinite Lyapunov function.,2012.0
6700414,Nevio Carpanese,On the geometry of symplectic pencils arising from discrete-time matrix equations.,2002.0
6700415,Guchuan Zhu|Jun Zheng 0004,ISS-like estimates for nonlinear parabolic PDEs with variable coefficients on higher dimensional domains.,2020.0
6700416,Alessandro Astolfi|Dimitrios Karagiannis,Nonlinear adaptive control of systems in feedback form: An alternative to adaptive backstepping.,2008.0
6700417,Jianquan Lu|Liujuan Mei|Rongjian Liu,K-memory-embedded insertion mechanism for opacity enforcement.,2020.0
6700418,Andrey Smyshlyaev|Miroslav Krstic,Backstepping boundary control for first-order hyperbolic PDEs and application to systems with actuator and sensor delays.,2008.0
6700419,James D. Biggs|Nadjim Horri,Optimal geometric motion planning for a spin-stabilized spacecraft.,2012.0
6700420,Yacov A. Shamash|Yong-Yan Cao|Zongli Lin,Set invariance analysis and gain-scheduling control for LPV systems subject to actuator saturation.,2002.0
6700421,Héctor Ramírez Cabrera|Michel De Lara|Pedro Gajardo,Viable states for monotone harvest models.,2011.0
6700422,Hui Zhang 0019|Junmin Wang|Yang Shi 0001,Robust H,2013.0
6700423,Hojin Lee|Thi Hoai Linh Nguyen|Yasumasa Fujisaki,Algebraic connectivity of network-of-networks having a graph product structure.,2017.0
6700424,Hanbing Liu|Ionut Munteanu|Peng Hu,Boundary feedback stabilization of Fisher's equation.,2016.0
6700425,Abdul Qayyum Khan|Muhammad Abid 0001|Steven X. Ding,Fault detection filter design for discrete-time nonlinear systems - A mixed H,2014.0
6700426,Cecilia Prosdocimi|László Gerencsér,Input-output properties of the Page-Hinkley detector.,2011.0
6700427,Jinshan Zeng|Mingwen Wang|Tao He,A fast proximal gradient algorithm for decentralized composite optimization over directed networks.,2017.0
6700428,Prasenjit Karmakar|Shalabh Bhatnagar,On tight bounds for function approximation error in risk-sensitive reinforcement learning.,2021.0
6700429,Iasson Karafyllis|Miroslav Krstic,Small-gain stability analysis of certain hyperbolic-parabolic PDE loops.,2018.0
6700430,Debasish Chatterjee|Federico Ramponi|John Lygeros|Peter Hokayem 0001,On mean square boundedness of stochastic linear systems with bounded controls.,2012.0
6700431,Atte Aalto|François Lamoline|Jorge Gonçalves,Linear system identifiability from single-cell data.,2022.0
6700432,Ashish Cherukuri|Enrique Mallada|Jorge Cortés 0001,Asymptotic convergence of constrained primal-dual dynamics.,2016.0
6700433,Babak Hassibi|Richard M. Murray|Vijay Gupta 0001,Optimal LQG control across packet-dropping links.,2007.0
6700434,Erhan Bayraktar|H. Vincent Poor|Raghuveer M. Rao,Prediction and tracking of long-range-dependent sequences.,2005.0
6700435,David L. Russell|David R. Schenck,A formation problem in plane elasticity.,2003.0
6700436,Daizhan Cheng|Jinhuan Wang|Xiaoming Hu 0001,An extension of LaSalle's Invariance Principle for a class of switched linear systems.,2009.0
6700437,Olivier Glass|Sergio Guerrero,Controllability of the Korteweg-de Vries equation from the right Dirichlet boundary condition.,2010.0
6700438,Gökhan Sahan|Vasfi Eldem,The effect of coupling conditions on the stability of bimodal systems in R,2016.0
6700439,Jean-Philippe Cassar|Koffi M. Djidula Motchon|Komi Midzodzi Pekpe,Conditions for strict distinguishability of single-output nonlinear control-affine systems.,2017.0
6700440,Haitao Li 0001|Xinrong Yang,On state feedback asymptotical stabilization of probabilistic Boolean control networks.,2022.0
6700441,Hans Zwart,Sufficient conditions for admissibility.,2005.0
6700442,Bao-Zhu Guo|Yue-Hu Luo,Controllability and stability of a second-order hyperbolic system with collocated sensor/actuator.,2002.0
6700443,Shengquan Xiang,Small-time local stabilization for a Korteweg-de Vries equation.,2018.0
6700444,Jan M. Maciejowski|Olumuyiwa I. Olanrewaju,Implications of dissipativity on stability of economic model predictive control - The indefinite linear quadratic case.,2017.0
6700445,Fernando Paganini,A global stability result in network flow control.,2002.0
6700446,Nicola Elia|Umesh Vaidya,Stabilization of nonlinear systems over packet-drop links: Scalar case.,2012.0
6700447,Boumediene Hamzi|Dorothée Normand-Cyrot|Jean-Pierre Barbot|Salvatore Monaco,Nonlinear discrete-time control of systems with a Naimark-Sacker bifurcation.,2001.0
6700448,Alexandre Trofino|Cesar Cataldo Scharlau|Maurício C. de Oliveira|Tiago J. M. Dezuo,Switching rule design for affine switched systems using a max-type composition rule.,2014.0
6700449,Huijun Gao|Lixian Zhang|Wei Xing Zheng 0001,H,2016.0
