4;Unnamed: 1;Unnamed: 2;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Unnamed: 13;Unnamed: 14;Unnamed: 15;dblpnote/error;2017-06-08;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21;Unnamed: 22;Unnamed: 23;Unnamed: 24;Unnamed: 25;informal;Unnamed: 27;Unnamed: 28;(error);Unnamed: 30;Unnamed: 31;Unnamed: 32;Unnamed: 33;Unnamed: 34
6614923;James Lam|Lirong Huang|Xuerong Mao;;0000-0002-6768-9864;;;;;;;;;https://doi.org/10.1016/j.sysconle.2008.05.002;;;Syst. Control. Lett.;journals/scl/MaoLH08;2020-02-24;;;;;11;927-935;;;;;;Stabilisation of hybrid stochastic differential equations by delay feedback control.;;;db/journals/scl/scl57.html#MaoLH08;57;2008.0
6614924;Jianqiu Lu|Liangjian Hu|Qi Luo|Wei Liu 0039|Xuerong Mao;;0000-0002-2112-7946|0000-0002-6768-9864;;;;;;;;;https://doi.org/10.1016/j.sysconle.2014.08.011;oa;;Syst. Control. Lett.;journals/scl/MaoLHLL14;2020-02-24;;;;;;88-95;;;;;;Stabilization of hybrid stochastic differential equations by feedback control based on discrete-time state observations.;;;db/journals/scl/scl73.html#MaoLHLL14;73;2014.0
6614925;Maryam Babazadeh;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2019.104547;;;Syst. Control. Lett.;journals/scl/Babazadeh19;2020-02-24;;;;;;;;;;;;Robust controllability assessment and optimal actuator placement in dynamic networks.;;;db/journals/scl/scl133.html#Babazadeh19;133;2019.0
6614926;Jorge Cortés 0001;;0000-0001-9582-5184;;;;;;;;;https://doi.org/10.1016/j.sysconle.2011.10.007;;;Syst. Control. Lett.;journals/scl/Cortes12;2022-09-30;;;;;1;41-49;;;;;;Deployment of an unreliable robotic sensor network for spatial estimation.;;;db/journals/scl/scl61.html#Cortes12;61;2012.0
6614927;Alain Y. Kibangou|Thi-Minh-Dung Tran;;0000-0002-6558-1374|0000-0002-8662-2534;;;;;;;;;https://doi.org/10.1016/j.sysconle.2015.04.001;;;Syst. Control. Lett.;journals/scl/TranK15;2020-02-24;;;;;;56-62;;;;;;Distributed estimation of Laplacian eigenvalues via constrained consensus optimization problems.;;;db/journals/scl/scl80.html#TranK15;80;2015.0
6614928;Jonathan R. Partington|Pertti M. Mäkilä;;0000-0002-6738-3216;;;;;;;;;https://doi.org/10.1016/S0167-6911(02)00127-5|https://www.wikidata.org/entity/Q56319411;;;Syst. Control. Lett.;journals/scl/PartingtonM02;2020-02-24;;;;;2;129-136;;;;;;On system gains for linear and nonlinear systems.;;;db/journals/scl/scl46.html#PartingtonM02;46;2002.0
6614929;Jung-Min Yang;;0000-0003-1743-1061;;;;;;;;;https://doi.org/10.1016/j.sysconle.2016.11.009;;;Syst. Control. Lett.;journals/scl/Yang17;2020-02-24;;;;;;40-46;;;;;;Static feedback control of switched asynchronous sequential machines.;;;db/journals/scl/scl99.html#Yang17;99;2017.0
6614930;Bujar Gashi;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2015.08.012;;;Syst. Control. Lett.;journals/scl/Gashi15;2020-02-24;;;;;;70-76;;;;;;Stochastic minimum-energy control.;;;db/journals/scl/scl85.html#Gashi15;85;2015.0
6614931;Bohuan Lin|Ming Cao 0001|Weijia Yao;;0000-0001-5472-562X|0000-0003-0361-6620;;;;;;;;;https://doi.org/10.1016/j.sysconle.2022.105322;;;Syst. Control. Lett.;journals/scl/LinYC22;2022-12-06;;;;;;105322;;;;;;On Wilson's theorem about domains of attraction and tubular neighborhoods.;;;db/journals/scl/scl167.html#LinYC22;167;2022.0
6614932;Kresimir Veselic|Ninoslav Truhar;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2007.02.003;;;Syst. Control. Lett.;journals/scl/TruharV07;2020-02-24;;;;;7-8;493-503;;;;;;Bounds on the trace of a solution to the Lyapunov equation with a general stable matrix.;;;db/journals/scl/scl56.html#TruharV07;56;2007.0
6614933;Geir E. Dullerud|Ji-Woong Lee;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2008.06.007;;;Syst. Control. Lett.;journals/scl/LeeD08;2020-02-24;;;;;12;1030-1036;;;;;;Dynamic sequential team multi-hypothesis testing under uniformly distributed nonstationary observations.;;;db/journals/scl/scl57.html#LeeD08;57;2008.0
6614934;Minyue Fu 0001|Qianqian Cai|Qiqi Yang|Zhaorong Zhang;;0000-0002-6755-9795;;;;;;;;;https://doi.org/10.1016/j.sysconle.2022.105265;;;Syst. Control. Lett.;journals/scl/YangZFC22;2022-12-05;;;;;;105265;;;;;;Asymptotic convergence of a distributed weighted least squares algorithm for networked systems with vector node variables.;;;db/journals/scl/scl165.html#YangZFC22;165;2022.0
6614935;Lina Wang|Yang Liu 0040|Yujing Yang|Zheng-Guang Wu;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2022.105204;;;Syst. Control. Lett.;journals/scl/LiuWYW22;2022-06-01;;;;;;105204;;;;;;Minimal observability of Boolean control networks.;;;db/journals/scl/scl163.html#LiuWYW22;163;2022.0
6614936;Guoqiang Hu 0001;;0000-0002-8618-5581;;;;;;;;;https://doi.org/10.1016/j.sysconle.2011.10.004;;;Syst. Control. Lett.;journals/scl/Hu12;2020-10-12;;;;;1;134-142;;;;;;Robust consensus tracking of a class of second-order multi-agent dynamic systems.;;;db/journals/scl/scl61.html#Hu12;61;2012.0
6614937;Liang Lu|Zongli Lin;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2008.04.004;;;Syst. Control. Lett.;journals/scl/LuL08;2020-02-24;;;;;11;904-912;;;;2|infinty;;Analysis and design of singular linear systems under actuator saturation and L;;;db/journals/scl/scl57.html#LuL08;57;2008.0
6614938;Jianqiang Hu|Jie Yu 0004|Jinde Cao|Tasawar Hayat;;0000-0002-1684-887X|0000-0003-3133-7119;;;;;;;;;https://doi.org/10.1016/j.sysconle.2014.07.004;;;Syst. Control. Lett.;journals/scl/HuCYH14;2020-02-24;;;;;;71-79;;;;;;Consensus of nonlinear multi-agent systems with observer-based protocols.;;;db/journals/scl/scl72.html#HuCYH14;72;2014.0
6614939;Daniel Kressner|Effrosini Kokiopoulou|Michael Karow;;0000-0003-3369-2958;;;;;;;;;https://doi.org/10.1016/j.sysconle.2009.12.007;;;Syst. Control. Lett.;journals/scl/KarowKK10;2020-02-24;;;;;2;122-129;;;;;;On the computation of structured singular values and pseudospectra.;;;db/journals/scl/scl59.html#KarowKK10;59;2010.0
6614940;Peter L. Lee|Weibiao Zhou|Yi Guo 0004;;0000-0002-4990-9835|0000-0002-7158-351X;;;;;;;;;https://doi.org/10.1016/S0167-6911(01)00163-3;;;Syst. Control. Lett.;journals/scl/GuoZL02;2020-10-26;;;;;1;35-47;;;;∞;;H;;;db/journals/scl/scl45.html#GuoZL02;45;2002.0
6614941;Enrique Fernández-Cara|Sergio Guerrero;;0000-0001-6293-9249;;;;;;;;;https://doi.org/10.1016/j.sysconle.2006.10.022;;;Syst. Control. Lett.;journals/scl/Fernandez-CaraG07;2020-02-24;;;;;5;366-372;;;;;;Null controllability of the Burgers system with distributed controls.;;;db/journals/scl/scl56.html#Fernandez-CaraG07;56;2007.0
6614942;Chung-Yao Kao|Hisaya Fujioka|Ulf Jönsson;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2007.04.003;;;Syst. Control. Lett.;journals/scl/JonssonKF07;2020-02-24;;;;;9-10;603-610;;;;;;A Popov criterion for networked systems.;;;db/journals/scl/scl56.html#JonssonKF07;56;2007.0
6614943;David Muñoz de la Peña|Eduardo F. Camacho 0001|Teodoro Alamo;;0000-0002-0623-8146|0000-0002-6696-8490|0000-0002-9636-5666;;;;;;;;;https://doi.org/10.1016/j.sysconle.2007.08.013;;;Syst. Control. Lett.;journals/scl/AlamoPC08;2021-05-03;;;;;2;184-192;;;;;;Min-Max MPC based on a network problem.;;;db/journals/scl/scl57.html#AlamoPC08;57;2008.0
6614944;Guangming Xie|Kaien Liu|Long Wang 0001|Wei Ren;;0000-0001-5600-8157|0000-0002-5644-6787;;;;;;;;;https://doi.org/10.1016/j.sysconle.2012.11.003;;;Syst. Control. Lett.;journals/scl/LiuXRW13;2021-07-25;;;;;2;152-162;;;;;;Consensus for multi-agent systems with inherent nonlinear dynamics under directed topologies.;;;db/journals/scl/scl62.html#LiuXRW13;62;2013.0
6614945;Grigory M. Sklyar|Jaroslaw Wozniak|Mateusz Firkowski;;0000-0001-5930-0890|0000-0002-4246-9523|0000-0003-4588-9926;;;;;;;;;https://doi.org/10.1016/j.sysconle.2020.104782;;;Syst. Control. Lett.;journals/scl/SklyarWF20;2021-09-16;;;;;;104782;;;;;;Exact observability conditions for Hilbert space dynamical systems connected with Riesz basis of divided differences.;;;db/journals/scl/scl145.html#SklyarWF20;145;2020.0
6614946;Atiye Alaeddini|Kristi A. Morgansen|Mehran Mesbahi;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2019.104520;oa;;Syst. Control. Lett.;journals/scl/AlaeddiniMM19;2020-02-24;;;;;;;;;;;;Augmented state feedback for improving observability of linear systems with nonlinear measurements.;;;db/journals/scl/scl133.html#AlaeddiniMM19;133;2019.0
6614947;Duc Thuan Do|Thai Son Doan|Viet Cuong Le;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2022.105428;;;Syst. Control. Lett.;journals/scl/DoDL23;2023-01-24;;;;;;105428;;;;;;A characterization of delay independent stability for linear off-diagonal delay difference equations.;;;db/journals/scl/scl171.html#DoDL23;171;2023.0
6614948;Michel Zasadzinski|Mohamed Benallouch|Mohamed Boutayeb;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2012.05.005;;;Syst. Control. Lett.;journals/scl/BenallouchBZ12;2020-02-24;;;;;9;879-886;;;;;;Observer design for one-sided Lipschitz discrete-time systems.;;;db/journals/scl/scl61.html#BenallouchBZ12;61;2012.0
6614949;Mauro Cimino|Prabhakar R. Pagilla;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2010.06.013;;;Syst. Control. Lett.;journals/scl/CiminoP10;2020-02-24;;;;;8;510-516;;;;;;Conditions for the ripple-free response of multirate systems using linear time-invariant controllers.;;;db/journals/scl/scl59.html#CiminoP10;59;2010.0
6614950;Diego Vicencio|Michel De Lara|Pedro Gajardo;;0000-0002-3721-5561|0000-0003-3681-8691;;;;;;;;;https://doi.org/10.1016/j.sysconle.2020.104799;;;Syst. Control. Lett.;journals/scl/LaraGV20;2021-09-16;;;;;;104799;;;;;;Comparison theorem for viability kernels via conic preorders.;;;db/journals/scl/scl145.html#LaraGV20;145;2020.0
6614951;Er-Wei Bai|Han-Fu Chen|Kang Li 0002|Wen-Xiao Zhao;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2017.10.001|https://www.wikidata.org/entity/Q61307969;;;Syst. Control. Lett.;journals/scl/ZhaoCBL18;2020-02-24;;;;;;1-8;;;;;;Local variable selection of nonlinear nonparametric systems by first order expansion.;;;db/journals/scl/scl111.html#ZhaoCBL18;111;2018.0
6614952;Alireza Khayatian|Mohammad Mehdi Arefi|Zahra Zahedi;;0000-0002-0160-8152;;;;;;;;;https://doi.org/10.1016/j.sysconle.2018.11.009;;;Syst. Control. Lett.;journals/scl/ZahediAK19;2020-02-24;;;;;;124-133;;;;;;Fast convergence to Nash equilibria without steady-state oscillation.;;;db/journals/scl/scl123.html#ZahediAK19;123;2019.0
6614953;Stephen S.-T. Yau|Xiuqiong Chen|Xue Luo;;0000-0001-7634-7981|0000-0003-3844-7177;;;;;;;;;https://doi.org/10.1016/j.sysconle.2018.07.005;;;Syst. Control. Lett.;journals/scl/LuoCY18;2020-02-24;;;;;;92-100;;;;;;Suboptimal linear estimation for continuous-discrete bilinear systems.;;;db/journals/scl/scl119.html#LuoCY18;119;2018.0
6614954;Matthew R. James|Shoudong Huang|Zhong-Ping Jiang;;0000-0002-6124-4178|0000-0003-2821-0133;;;;;;;;;https://doi.org/10.1016/j.sysconle.2004.08.008;;;Syst. Control. Lett.;journals/scl/HuangJJ05;2020-02-24;;;;;3;215-224;;;;;∞;L;;;db/journals/scl/scl54.html#HuangJJ05;54;2005.0
6614955;Adam Waterbury|Amarjit Budhiraja;;0000-0002-7912-5433;;;;;;;;;https://doi.org/10.1016/j.sysconle.2022.105379;;;Syst. Control. Lett.;journals/scl/BudhirajaW22;2022-12-05;;;;;;105379;;;;;;Empirical measure large deviations for reinforced chains on finite spaces.;;;db/journals/scl/scl169.html#BudhirajaW22;169;2022.0
6614956;Birgit Jacob|Hans Zwart|Olof J. Staffans;;0000-0002-8775-4424;;;;;;;;;https://doi.org/10.1016/S0167-6911(02)00277-3;;;Syst. Control. Lett.;journals/scl/ZwartJS03;2020-10-26;;;;;3-4;341-350;;;;;;Weak admissibility does not imply admissibility for analytic semigroups.;;;db/journals/scl/scl48.html#ZwartJS03;48;2003.0
6614957;Amol J. Sasane|Orest V. Iftime;;0000-0002-2867-9524;;;;;;;;;https://doi.org/10.1016/j.sysconle.2003.11.002;;;Syst. Control. Lett.;journals/scl/IftimeS04;2020-02-24;;;;;1;75-83;;;;;;Sub-optimal Hankel norm approximation problem: a frequency-domain approach.;;;db/journals/scl/scl52.html#IftimeS04;52;2004.0
6614958;Chen Dubi|Daniel Alpay;;0000-0003-3035-9519;;;;;;;;;https://doi.org/10.1016/S0167-6911(02)00326-2;;;Syst. Control. Lett.;journals/scl/AlpayD03;2021-10-14;;;;;3;225-229;;;;;;A realization theorem for rational functions of several complex variables.;;;db/journals/scl/scl49.html#AlpayD03;49;2003.0
6614959;Brandon J. Wellman|Jesse B. Hoagg;;0000-0002-2302-2152;;;;;;;;;https://doi.org/10.1016/j.sysconle.2017.01.006;;;Syst. Control. Lett.;journals/scl/WellmanH17;2020-02-24;;;;;;57-67;;;;;;A flocking algorithm with individual agent destinations and without a centralized leader.;;;db/journals/scl/scl102.html#WellmanH17;102;2017.0
6614960;Eugene P. Ryan;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2022.105374;;;Syst. Control. Lett.;journals/scl/Ryan22;2022-11-11;;;;;;105374;;;;;;A note on minimum time-energy control.;;;db/journals/scl/scl168.html#Ryan22;168;2022.0
6614961;Thomas Berger|Timo Reis;;0000-0003-0721-8494|0000-0003-3987-0831;;;;;;;;;https://doi.org/10.1016/j.sysconle.2015.01.013;;;Syst. Control. Lett.;journals/scl/BergerR15;2020-03-27;;;;;;40-46;;;;;;Regularization of linear time-invariant differential-algebraic systems.;;;db/journals/scl/scl78.html#BergerR15;78;2015.0
6614962;Ali Zemouche|Rajesh Rajamani|Yan Wang 0061;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2019.02.006;;;Syst. Control. Lett.;journals/scl/WangRZ19;2020-10-09;;;;;;67-76;;;;;;A quadratic matrix inequality based PID controller design for LPV systems.;;;db/journals/scl/scl126.html#WangRZ19;126;2019.0
6614963;Andrei Polyakov 0001|Denis V. Efimov|Wilfrid Perruquetti|Youness Braidiz;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2021.104893;;;Syst. Control. Lett.;journals/scl/Braidiz0EP21;2021-04-10;;;;;;104893;;;;;;On finite/fixed-time stability analysis based on sup- and sub-homogeneous extensions.;;;db/journals/scl/scl150.html#Braidiz0EP21;150;2021.0
6614964;Gen-Qi Xu|Jun-Min Wang|Siu-Pang Yung;;0000-0001-8120-0490;;;;;;;;;https://doi.org/10.1016/S0167-6911(03)00205-6;;;Syst. Control. Lett.;journals/scl/WangXY04;2020-02-24;;;;;1;33-50;;;;;;Exponential stability of variable coefficients Rayleigh beams under boundary feedback controls: a Riesz basis approach.;;;db/journals/scl/scl51.html#WangXY04;51;2004.0
6614965;A. A. Kosov|Alexander Yu. Aleksandrov|Alexey V. Platonov;;0000-0001-7186-7996|0000-0002-9797-6768;;;;;;;;;https://doi.org/10.1016/j.sysconle.2011.10.008;;;Syst. Control. Lett.;journals/scl/AleksandrovKP12;2020-02-24;;;;;1;127-133;;;;;;On the asymptotic stability of switched homogeneous systems.;;;db/journals/scl/scl61.html#AleksandrovKP12;61;2012.0
6614966;Nguyen Hai Dang 0001|Nguyen Huu Du|Nguyen Thanh Dieu;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2013.12.006;;;Syst. Control. Lett.;journals/scl/DuDD14;2020-02-24;;;;;;43-49;;;;;;On stability in distribution of stochastic differential delay equations with Markovian switching.;;;db/journals/scl/scl65.html#DuDD14;65;2014.0
6614967;Guido Herrmann|Phil Barber|Stefano Longo|Tingli Su;;0000-0001-5390-4538|0000-0001-7874-4526;;;;;;;;;https://doi.org/10.1016/j.sysconle.2011.12.006|https://www.wikidata.org/entity/Q59568371;;;Syst. Control. Lett.;journals/scl/SuLHB12;2020-02-24;;;;;3;387-396;;;;;;Computation of an optimal communication schedule in a nonlinear networked control system using sum-of-squares.;;;db/journals/scl/scl61.html#SuLHB12;61;2012.0
6614968;Harry L. Trentelman|Paolo Rapisarda;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2017.02.008;;;Syst. Control. Lett.;journals/scl/RapisardaT17;2020-02-24;;;;;;1;;;;;;Preface: Second Volume of The Special Issue Dedicated to Jan C. Willems.;;;db/journals/scl/scl101.html#RapisardaT17;101;2017.0
6614969;Isaac Yaesh|Shmuel Boyarski|Uri Shaked;;;;;;;;;;;https://doi.org/10.1016/S0167-6911(02)00289-X;;;Syst. Control. Lett.;journals/scl/YaeshBS03;2020-02-24;;;;;5;351-364;;;;∞;;Probability-guaranteed robust H;;;db/journals/scl/scl48.html#YaeshBS03;48;2003.0
6614970;Laura Giarré|Patrick Schrangl;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2020.104758;;;Syst. Control. Lett.;journals/scl/SchranglG20;2021-03-08;;;;;;104758;;;;;;On optimal design of experiments for static polynomial approximation of nonlinear systems.;;;db/journals/scl/scl143.html#SchranglG20;143;2020.0
6614971;Emanuele Garone|Emilio Frazzoli|Roberto Naldi;;0000-0003-0419-8483;;;;;;;;;https://doi.org/10.1016/j.sysconle.2010.03.011;;;Syst. Control. Lett.;journals/scl/GaroneNF10;2021-07-25;;;;;6;353-364;;;;;;Switching control laws in the presence of measurement noise.;;;db/journals/scl/scl59.html#GaroneNF10;59;2010.0
6614972;Ioan-Lucian Popa|Ivan Ganchev Ivanov|Vasile Dragan;;0000-0001-8042-1806;;;;;;;;;https://doi.org/10.1016/j.sysconle.2019.104563;;;Syst. Control. Lett.;journals/scl/DraganIP19;2020-09-05;;;;;;;;;;;;Stochastic linear quadratic differential games in a state feedback setting with sampled measurements.;;;db/journals/scl/scl134.html#DraganIP19;134;2019.0
6614973;Jianhui Huang|Jingtao Shi|Xun Li 0002;;0000-0003-0493-417X|0000-0003-3315-6549;;;;;;;;;https://doi.org/10.1016/j.sysconle.2012.02.010;;;Syst. Control. Lett.;journals/scl/HuangLS12;2020-02-24;;;;;5;623-630;;;;;;Forward-backward linear quadratic stochastic optimal control problem with delay.;;;db/journals/scl/scl61.html#HuangLS12;61;2012.0
6614974;Dennis S. Bernstein|Jaganath Chandrasekar;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2006.07.014;;;Syst. Control. Lett.;journals/scl/ChandrasekarB07;2020-02-24;;;;;1;83-86;;;;;;Correlation bounds for discrete-time systems with banded dynamics.;;;db/journals/scl/scl56.html#ChandrasekarB07;56;2007.0
6614975;G. Wang|Victor Sreeram|Wan Quan Liu;;0000-0001-6762-1504|0000-0003-4910-353X;;;;;;;;;https://doi.org/10.1016/S0167-6911(02)00122-6;;;Syst. Control. Lett.;journals/scl/WangSL02;2020-02-24;;;;;2;99-110;;;;;;Balanced performance preserving controller reduction.;;;db/journals/scl/scl46.html#WangSL02;46;2002.0
6614976;Jonathan H. Manton;;0000-0002-5628-8563;;;;;;;;;https://doi.org/10.1016/S0167-6911(02)00180-9;;;Syst. Control. Lett.;journals/scl/Manton02;2020-02-24;;;;;4;279-286;;;;;;Finite alphabet source recovery in polynomial systems.;;;db/journals/scl/scl47.html#Manton02;47;2002.0
6614977;James C. Robinson|Tomás Caraballo;;0000-0003-4697-898X;;;;;;;;;https://doi.org/10.1016/j.sysconle.2004.02.020;;;Syst. Control. Lett.;journals/scl/CaraballoR04;2020-02-24;;;;;1;41-50;;;;;;Stabilisation of linear PDEs by Stratonovich noise.;;;db/journals/scl/scl53.html#CaraballoR04;53;2004.0
6614978;Alessandro Pisano|Elio Usai|Yury Orlov 0001;;0000-0001-6338-2593|0000-0003-2774-626X;;;;;;;;;https://doi.org/10.1016/j.sysconle.2010.08.012;;;Syst. Control. Lett.;journals/scl/OrlovPU10;2020-02-24;;;;;12;754-759;;;;;;Continuous state-feedback tracking of an uncertain heat diffusion process.;;;db/journals/scl/scl59.html#OrlovPU10;59;2010.0
6614979;Gen-Qi Xu|Ying Feng Shang;;0000-0001-8120-0490;;;;;;;;;https://doi.org/10.1016/j.sysconle.2012.07.012|https://www.wikidata.org/entity/Q53225509;;;Syst. Control. Lett.;journals/scl/ShangX12;2020-02-24;;;;;11;1069-1078;;;;;;Stabilization of an Euler-Bernoulli beam with input delay in the boundary control.;;;db/journals/scl/scl61.html#ShangX12;61;2012.0
6614980;Angeliki Stamati|John Tsinias;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2011.06.010;;;Syst. Control. Lett.;journals/scl/StamatiT11;2020-02-24;;;;;11;922-928;;;;;;A sufficient condition for asymptotic stability for a class of time-varying parameterized systems.;;;db/journals/scl/scl60.html#StamatiT11;60;2011.0
6614981;Qian Feng|Sing Kiong Nguang;;0000-0001-7203-7214|0000-0003-4527-0082;;;;;;;;;https://doi.org/10.1016/j.sysconle.2016.06.017;;;Syst. Control. Lett.;journals/scl/FengN16;2020-02-24;;;;;;60-71;;;;;;Stabilization of uncertain linear distributed delay systems with dissipativity constraints.;;;db/journals/scl/scl96.html#FengN16;96;2016.0
6614982;Baotong Cui|Wei Wu|Xuyang Lou|Yurou Wen;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2021.104969;;;Syst. Control. Lett.;journals/scl/WenLWC21;2021-08-13;;;;;;104969;;;;;;Impulsive adaptive observer design for a class of hybrid ODE-PDE cascade systems with uncertain parameters.;;;db/journals/scl/scl154.html#WenLWC21;154;2021.0
6614983;A. Clive Pugh|Liansheng Tan;;;;;;;;;;;https://doi.org/10.1016/S0167-6911(02)00107-X;;;Syst. Control. Lett.;journals/scl/TanP02;2020-02-24;;;;;2;75-84;;;;;;Spectral structures of the generalized companion form and applications.;;;db/journals/scl/scl46.html#TanP02;46;2002.0
6614984;Wei Ren 0001|Yongcan Cao;;0000-0003-3383-0185;;;;;;;;;https://doi.org/10.1016/j.sysconle.2010.01.008;;;Syst. Control. Lett.;journals/scl/CaoR10;2020-02-24;;;;;3-4;233-240;;;;;;Distributed formation control for fractional-order systems: Dynamic interaction and absolute/relative damping.;;;db/journals/scl/scl59.html#CaoR10;59;2010.0
6614985;Herbert Mangesius|Jean-Charles Delvenne|Sanjoy K. Mitter;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2016.06.019;;;Syst. Control. Lett.;journals/scl/MangesiusDM16;2020-02-24;;;;;;30-36;;;;;;Gradient and passive circuit structure in a class of non-linear dynamics on a graph.;;;db/journals/scl/scl96.html#MangesiusDM16;96;2016.0
6614986;Brian J. Driessen|Shilpa Kondreddi;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2008.07.006;;;Syst. Control. Lett.;journals/scl/DriessenK09;2020-02-24;;;;;1;26-30;;;;;;Tracking observer/controller for a relatively large class of systems with hysteresis and without velocity measurement.;;;db/journals/scl/scl58.html#DriessenK09;58;2009.0
6614987;Bernhard Maschke|Hans Zwart|Yann Le Gorrec;;0000-0001-6935-1915|0000-0003-3451-7967;;;;;;;;;https://doi.org/10.1016/j.sysconle.2016.02.002;;;Syst. Control. Lett.;journals/scl/ZwartGM16;2022-01-03;;;;;;1-6;;;;;;Building systems from simple hyperbolic ones.;;;db/journals/scl/scl91.html#ZwartGM16;91;2016.0
6614988;Harry L. Trentelman|Weixin Han|Yi Shen 0001|Zhenhua Wang 0004;;0000-0002-3198-1927|0000-0003-4923-9381;;;;;;;;;https://doi.org/10.1016/j.sysconle.2018.02.011;;;Syst. Control. Lett.;journals/scl/HanTWS18;2020-02-24;;;;;;59-65;;;;;;Towards a minimal order distributed observer for linear systems.;;;db/journals/scl/scl114.html#HanTWS18;114;2018.0
6614989;Michael Cantoni|Paresh Date;;0000-0001-7097-9961;;;;;;;;;https://doi.org/10.1016/j.sysconle.2004.11.002;;;Syst. Control. Lett.;journals/scl/DateC05a;2020-02-24;;;;;6;607-612;;;;;;On validating closed-loop behaviour from noisy frequency-response measurements.;;;db/journals/scl/scl54.html#DateC05a;54;2005.0
6614990;Andrew K. Packard|He Yin|Murat Arcak|Peter J. Seiler;;0000-0003-3338-148X|0000-0003-3423-1109;;;;;;;;;https://doi.org/10.1016/j.sysconle.2020.104736;;;Syst. Control. Lett.;journals/scl/YinPAS20;2022-04-19;;;;;;104736;;;;;;Reachability analysis using dissipation inequalities for uncertain nonlinear systems.;;;db/journals/scl/scl142.html#YinPAS20;142;2020.0
6614991;Mark W. Spong|Silvia Mastellone;;0000-0002-7731-8821;;;;;;;;;https://doi.org/10.1016/j.sysconle.2013.07.009;;;Syst. Control. Lett.;journals/scl/MastelloneS13;2020-02-24;;;;;11;1026-1031;;;;;;A signal reconstruction approach for control systems with unknown time-varying delays.;;;db/journals/scl/scl62.html#MastelloneS13;62;2013.0
6614992;Emmanuel Prempain|Jorge I. Sofrony|Matthew C. Turner;;;;;;;;;;;https://doi.org/10.1016/j.sysconle.2020.104630;;;Syst. Control. Lett.;journals/scl/TurnerSP20;2020-03-26;;;;;;104630;;;;;;Anti-windup for model-reference adaptive control schemes with rate-limits.;;;db/journals/scl/scl137.html#TurnerSP20;137;2020.0
6614993;Claudio Altafini;;0000-0003-4142-6502;;;;;;;;;https://doi.org/10.1016/j.sysconle.2017.08.009|https://www.wikidata.org/entity/Q57084256;;;Syst. Control. Lett.;journals/scl/Altafini17;2020-02-24;;;;;;29-37;;;;;;Involutive flows and discretization errors for nonlinear driftless control systems.;;;db/journals/scl/scl110.html#Altafini17;110;2017.0
6614994;Carlo Novara|Mario Milanese|Massimo Canale;;0000-0002-5162-8872;;;;;;;;;https://doi.org/10.1016/j.sysconle.2010.05.002;;;Syst. Control. Lett.;journals/scl/CanaleNM10;2020-02-24;;;;;7;396-403;;;;;;NSM constrained approximation of Lipschitz functions from data.;;;db/journals/scl/scl59.html#CanaleNM10;59;2010.0
6614995;Enrique Zuazua|Sorin Micu;;0000-0002-1377-0958;;;;;;;;;https://doi.org/10.1016/j.sysconle.2011.03.005;;;Syst. Control. Lett.;journals/scl/MicuZ11;2020-10-26;;;;;6;406-413;;;;;;Regularity issues for the null-controllability of the linear 1-d heat equation.;;;db/journals/scl/scl60.html#MicuZ11;60;2011.0
6614996;Brett Ninness|Damián Marelli|Minyue Fu 0001|Mohsen Zamani;;0000-0002-4659-601X|0000-0002-6314-5739|0000-0003-2972-7417;;;;;;;;;https://doi.org/10.1016/j.sysconle.2018.04.005;;;Syst. Control. Lett.;journals/scl/MarelliZFN18;2020-03-16;;;;;;71-77;;;;;;Distributed Kalman filter in a network of linear systems.;;;db/journals/scl/scl116.html#MarelliZFN18;116;2018.0
6614997;Chengxian Xu|Weitian Chen;;;;;;;;;;;https://doi.org/10.1016/S0167-6911(01)00122-0;;;Syst. Control. Lett.;journals/scl/ChenX01;2020-02-24;;;;;1;13-24;;;;;;Adaptive nonlinear control with partial overparametrization.;;;db/journals/scl/scl44.html#ChenX01;44;2001.0
