DOI,author,author-aux,author ID,booktitle,cdate,cdrom,cite,cite-label,crossref,editor,editor-orcid,ee,ee-type,i,journal,key,mdate,month,note,note-label,note-type,number,pages,publisher,publnr,publtype,sub,venue,title,title-bibtex,tt,url,volume,year,edition_venue,chair,abstract,corresponding_author
6699230,Yilun Shang,data management,0000-0002-2817-3400,,,,,,,,,https://doi.org/10.1016/j.sysconle.2018.10.001,,,Syst. Control. Lett.,journals/scl/Shang18,2020-02-24,,,,,,12-18,,,,,C,Resilient consensus of switched multi-agent systems.,,,db/journals/scl/scl122.html#Shang18,122,2018,Poster,Jose Williams,Adipisci tempora labore modi amet. Neque sit dolor ut. Quiquia amet est magnam porro. Voluptatem consectetur velit labore. Est quaerat sed velit est consectetur neque.,Yilun Shang
6699231,Julien M. Hendrickx|Pierre-Yves Chevalier|Raphaël M. Jungers,data management,,,,,,,,Matthew Dunn,,https://doi.org/10.1016/j.sysconle.2017.05.001,,,Syst. Control. Lett.,journals/scl/ChevalierHJ17,2020-02-24,,,,,,78-83,,,,,N,Tight bound for deciding convergence of consensus systems.,,,db/journals/scl/scl105.html#ChevalierHJ17,105,2017,FullPaper,,Amet ut voluptatem amet modi labore voluptatem etincidunt. Neque neque magnam amet. Etincidunt est quiquia dolorem eius adipisci. Quaerat dolore dolorem dolor sed. Neque labore ut consectetur. Labore dolore etincidunt voluptatem voluptatem aliquam neque. Amet quisquam porro dolor. Modi adipisci ut quaerat quisquam labore ut.,Julien M. Hendrickx
6699232,Eduardo E. Paolini|Guanrong Chen|Jorge L. Moiola|María Belén D'Amico,big data,0000-0002-3657-8969|0000-0003-1381-7418|0000-0003-1658-8948,,,,,,,Brandon Robinson,,https://doi.org/10.1016/j.sysconle.2009.01.002,,,Syst. Control. Lett.,journals/scl/DAmicoCPM09,2020-02-24,,,,,5,359-364,,,,,J,Controlling Neimark-Sacker bifurcations in discrete-time multivariable systems.,,,db/journals/scl/scl58.html#DAmicoCPM09,58,2009,FullPaper,,Adipisci aliquam modi labore sit neque quaerat consectetur. Tempora dolor labore adipisci sed. Ut ut ut est magnam adipisci. Est etincidunt dolor quaerat modi dolore. Numquam aliquam sed porro ipsum non. Numquam dolore modi numquam quaerat velit non. Consectetur velit dolore quaerat labore.,Eduardo E. Paolini
6699233,Bao-Zhu Guo|Jiankang Liu|Ruiqi Hao,data modeling,,,,,,,,,,https://doi.org/10.1016/j.sysconle.2022.105136,,,Syst. Control. Lett.,journals/scl/LiuHG22,2022-02-22,,,,,,105136,,,,,C,Order reduction-based uniform approximation of exponential stability for one-dimensional Schrödinger equation.,,,db/journals/scl/scl160.html#LiuHG22,160,2022,ShortPaper,Jessica Stewart,Dolor consectetur eius quiquia. Quaerat voluptatem quiquia aliquam aliquam etincidunt. Velit velit neque sed magnam ipsum dolor adipisci. Etincidunt tempora tempora neque tempora. Ipsum sit amet sed sit non. Voluptatem eius aliquam ut eius. Consectetur sit porro sit. Dolorem neque modi consectetur. Neque porro consectetur quiquia quiquia voluptatem velit etincidunt.,Bao-Zhu Guo
6699234,Hitay Özbay|M. O. Yegin,data storage,0000-0003-1134-0679,,,,,,,Diana Taylor,,https://doi.org/10.1016/j.sysconle.2022.105453,,,Syst. Control. Lett.,journals/scl/YeginO23,2023-04-29,February,,,,,105453,,,,,J,On Smith predictor based controllers for plants with time delay and multiple unstable modes.,,,db/journals/scl/scl172.html#YeginO23,172,2023,FullPaper,,Est magnam sed modi non voluptatem quiquia. Ut dolorem porro ut. Voluptatem velit amet amet. Numquam velit quisquam consectetur est consectetur. Dolore magnam quisquam adipisci eius non numquam dolor. Labore sed modi sit adipisci ut numquam. Quaerat amet non quiquia eius. Non non magnam dolor numquam.,Hitay Özbay
6699235,Tong-Hui Qian|Xinghuo Yu 0001|Zhi-Hong Guan,data storage,0000-0001-8093-9787,,,,,,,Kimberly Williams,,https://doi.org/10.1016/S0167-6911(02)00204-9,,,Syst. Control. Lett.,journals/scl/GuanQY02,2020-02-24,,,,,3,247-257,,,,,J,On controllability and observability for a class of impulsive systems.,,,db/journals/scl/scl47.html#GuanQY02,47,2002,FullPaper,,Est quiquia neque quiquia consectetur velit. Consectetur sit sit aliquam sit quisquam modi. Ipsum amet tempora quisquam velit dolorem. Voluptatem etincidunt non sed. Adipisci modi modi modi dolore ipsum numquam. Eius sed quaerat sed dolorem.,Tong-Hui Qian
6699236,Alberto Isidori|Hongye Su|Lei Wang 0059,data modeling,0000-0002-6109-5619,,,,,,,,,https://doi.org/10.1016/j.sysconle.2015.06.001,,,Syst. Control. Lett.,journals/scl/WangIS15,2020-02-24,,,,,,1-8,,,,,C,Output feedback stabilization of nonlinear MIMO systems having uncertain high-frequency gain matrix.,,,db/journals/scl/scl83.html#WangIS15,83,2015,ShortPaper,Tiffany Houston,Neque sit labore dolorem labore. Dolor ipsum ipsum neque labore voluptatem. Quiquia eius magnam quiquia. Magnam sit quiquia sed est. Porro voluptatem ut voluptatem.,Alberto Isidori
6699237,Anup Biswas,data management,0000-0003-4796-2752,,,,,,,Allison Jackson,,https://doi.org/10.1016/j.sysconle.2010.12.002,,,Syst. Control. Lett.,journals/scl/Biswas11,2020-02-24,,,,,3,181-184,,,,,W,An eigenvalue approach to the risk sensitive control problem in near monotone case.,,,db/journals/scl/scl60.html#Biswas11,60,2011,ShortPaper,,Consectetur dolor labore quisquam amet etincidunt sit eius. Numquam eius amet amet amet. Quaerat consectetur ipsum tempora. Consectetur aliquam dolorem aliquam aliquam adipisci voluptatem. Consectetur numquam aliquam non. Est quisquam dolor ipsum aliquam tempora numquam. Ipsum quisquam sit sed. Dolor aliquam porro porro. Quaerat adipisci tempora non. Magnam aliquam dolore numquam labore adipisci labore.,Anup Biswas
6699238,Algo Carè|Marco C. Campi|Sergio M. Savaresi|Simone Formentin,data storage,0000-0002-5658-8988,,,,,,,Mark Lopez,,https://doi.org/10.1016/j.sysconle.2019.03.007,,,Syst. Control. Lett.,journals/scl/FormentinCCS19,2020-10-26,,,,,,25-34,,,,,J,Deterministic continuous-time Virtual Reference Feedback Tuning (VRFT) with application to PID design.,,,db/journals/scl/scl127.html#FormentinCCS19,127,2019,FullPaper,,Sed ut numquam aliquam quaerat amet. Magnam dolor dolore eius dolor quaerat sit etincidunt. Velit non magnam magnam sed numquam neque. Quaerat magnam ut sed ut sed. Labore est adipisci ut. Non dolor dolorem non etincidunt porro. Dolorem ut amet dolore adipisci sed.,Algo Carè
6699239,Eduardo Casas|Enrique Zuazua,data processing,0000-0002-1377-0958|0000-0002-8364-9416,,,,,,,Richard Le,,https://doi.org/10.1016/j.sysconle.2013.01.001,,,Syst. Control. Lett.,journals/scl/CasasZ13,2020-10-26,,,,,4,311-318,,,,,J,Spike controls for elliptic and parabolic PDEs.,,,db/journals/scl/scl62.html#CasasZ13,62,2013,ShortPaper,,Quisquam dolorem dolorem est. Quisquam eius eius voluptatem tempora dolorem numquam sed. Ut dolorem amet non velit non sed amet. Neque ut quiquia ut etincidunt. Velit voluptatem numquam consectetur aliquam sit magnam eius. Dolore dolore sed dolorem numquam tempora. Numquam modi adipisci porro quaerat consectetur. Neque amet modi aliquam velit. Dolorem adipisci est tempora.,Eduardo Casas
6699240,Lei Liu 0008|Zhaojing Wu 0001,data processing,,,,,,,,William Johnson,,https://doi.org/10.1016/j.sysconle.2020.104626,,,Syst. Control. Lett.,journals/scl/LiuW20,2020-03-26,,,,,,104626,,,,,J,Intermittent stochastic stabilization based on discrete-time observation with time delay.,,,db/journals/scl/scl137.html#LiuW20,137,2020,FullPaper,,Est dolorem tempora velit quaerat consectetur numquam. Non adipisci magnam neque voluptatem. Labore ipsum est sed porro. Etincidunt porro amet adipisci. Consectetur dolore quaerat porro. Labore ut quisquam numquam. Dolore quaerat quaerat numquam. Est dolor quiquia sit. Labore magnam dolore sit quisquam voluptatem.,Lei Liu 0008
6699241,Jian Wang 0088,data processing,,,,,,,,,,https://doi.org/10.1016/j.sysconle.2017.04.002,,,Syst. Control. Lett.,journals/scl/Wang17,2022-02-08,,,,,,95-103,,,,,C,Quantizer design for asymptotic stability of quantized linear systems with saturations.,,,db/journals/scl/scl104.html#Wang17,104,2017,Poster,Mitchell Pham,Tempora consectetur porro sed dolore neque magnam dolor. Eius sed etincidunt adipisci est labore. Ut eius etincidunt etincidunt modi tempora consectetur amet. Sed non numquam quaerat ipsum. Non labore eius porro voluptatem ipsum quaerat. Quaerat tempora consectetur dolor. Aliquam porro ut consectetur velit modi adipisci adipisci. Etincidunt neque est modi etincidunt. Quisquam dolore quisquam quaerat quisquam adipisci eius ipsum. Labore quaerat neque eius.,Jian Wang 0088
6699242,Ali A. Zaidi|Mikael Skoglund|Serdar Yüksel|Tobias J. Oechtering,data modeling,,,,,,,,Becky Hansen,,https://doi.org/10.1016/j.sysconle.2015.09.013,,,Syst. Control. Lett.,journals/scl/ZaidiYOS16,2020-02-24,,,,,,32-38,,,,,J,On the tightness of linear policies for stabilization of linear systems over Gaussian networks.,,,db/journals/scl/scl88.html#ZaidiYOS16,88,2016,DemoPaper,,Porro sit adipisci dolorem sit sed. Amet modi dolor consectetur labore. Non voluptatem ipsum quaerat adipisci dolorem sit dolorem. Dolor est dolore dolorem. Sit amet adipisci quiquia quisquam quaerat quiquia tempora. Non est sed numquam non. Adipisci velit sed est. Tempora labore modi aliquam tempora magnam velit sed. Magnam magnam non dolorem amet numquam.,Ali A. Zaidi
6699243,Chandan Pal|K. Suresh Kumar|Mrinal K. Ghosh|Somnath Pradhan,data management,0000-0002-1470-8240,,,,,,,,,https://doi.org/10.1016/j.sysconle.2022.105443,,,Syst. Control. Lett.,journals/scl/GhoshKPP23,2023-04-29,February,,,,,105443,,,,,C,Nonzero-sum risk-sensitive stochastic differential games: A multi-parameter eigenvalue problem approach.,,,db/journals/scl/scl172.html#GhoshKPP23,172,2023,ShortPaper,James Pierce,Quiquia amet dolor modi. Velit dolor adipisci velit est. Dolor est labore dolorem dolor etincidunt. Etincidunt consectetur quiquia aliquam numquam velit. Ipsum modi labore neque est eius eius. Quaerat tempora aliquam modi. Adipisci consectetur magnam consectetur etincidunt eius voluptatem numquam. Magnam consectetur amet velit. Est neque consectetur adipisci non aliquam labore etincidunt.,Chandan Pal
6699244,Caisheng Wang|Feng Lin 0001|Hongwei Zhang 0001|Junhui Zhao|Yi-Liang Chen|Zhong Chen,data management,,,,,,,,Steven Foster,,https://doi.org/10.1016/j.sysconle.2011.10.010,,,Syst. Control. Lett.,journals/scl/ZhaoCCLWZ12,2020-02-24,,,,,1,212-222,,,,,J,Modeling and control of discrete event systems using finite state machines with variables and their applications in power grids.,,,db/journals/scl/scl61.html#ZhaoCCLWZ12,61,2012,ShortPaper,,Eius tempora adipisci dolorem ut. Sed velit est ut sit eius velit. Non ipsum ut eius consectetur. Consectetur neque tempora amet labore dolorem neque. Etincidunt voluptatem numquam voluptatem. Etincidunt dolor non adipisci quisquam magnam ipsum. Consectetur tempora aliquam sed porro magnam. Etincidunt non tempora amet labore voluptatem. Quisquam quiquia quaerat ipsum ut. Modi est quaerat eius tempora.,Caisheng Wang
6699245,Jason J. Ford,data modeling,0000-0001-5847-6253,,,,,,,,,https://doi.org/10.1016/j.sysconle.2006.03.005,,,Syst. Control. Lett.,journals/scl/Ford06,2020-02-24,,,,,9,770-776,,,,,C,Partially observed non-linear risk-sensitive optimal stopping control for non-linear discrete-time systems.,,,db/journals/scl/scl55.html#Ford06,55,2006,FullPaper,Michael Thompson,Magnam magnam amet non. Amet est quiquia sed quiquia dolor. Modi etincidunt ut neque amet dolor. Dolor dolorem quisquam eius. Modi dolore aliquam amet neque quaerat consectetur. Aliquam quiquia consectetur quiquia sit sit dolorem quisquam.,Jason J. Ford
6699246,Fubo Zhu|Junfeng Zhang|Zhengzhi Han,big data,,,,,,,,Stephanie Smith,,https://doi.org/10.1016/j.sysconle.2012.08.013,,,Syst. Control. Lett.,journals/scl/ZhuHZ12,2020-02-24,,,,,12,1209-1214,,,,,J,Stability analysis of stochastic differential equations with Markovian switching.,,,db/journals/scl/scl61.html#ZhuHZ12,61,2012,FullPaper,,Voluptatem amet magnam numquam quaerat non. Dolor neque est numquam dolor amet numquam. Eius aliquam etincidunt eius ut consectetur neque numquam. Dolor adipisci modi velit magnam consectetur sed. Magnam porro ut voluptatem consectetur. Dolorem non modi sit.,Fubo Zhu
6699247,Han Yan|Tianqiu Yu,data querying,,,,,,,,Christine Jackson,,https://doi.org/10.1016/j.sysconle.2011.09.001,,,Syst. Control. Lett.,journals/scl/YuY11,2020-02-24,,,,,12,1032-1037,,,,,W,Simultaneous controller design for time-varying linear systems.,,,db/journals/scl/scl60.html#YuY11,60,2011,ShortPaper,,Consectetur sed neque quisquam quaerat. Sit dolorem etincidunt ut tempora. Ipsum aliquam dolorem quisquam non labore est neque. Porro ipsum quisquam quaerat adipisci consectetur est. Etincidunt labore dolore consectetur modi modi consectetur dolor. Dolorem dolor modi porro tempora. Porro ut magnam sed dolor dolor aliquam. Consectetur etincidunt amet dolorem voluptatem amet modi.,Han Yan
6699248,Luc Jaulin|Simon Rohou,indexing,0000-0001-6232-9918|0000-0002-0938-0615,,,,,,,,,https://doi.org/10.1016/j.sysconle.2021.104951,,,Syst. Control. Lett.,journals/scl/RohouJ21,2021-06-15,,,,,,104951,,,,,C,Exact bounded-error continuous-time linear state estimator.,,,db/journals/scl/scl153.html#RohouJ21,153,2021,DemoPaper,Tammie Hill,Dolore aliquam voluptatem voluptatem modi. Amet non consectetur consectetur adipisci modi dolorem aliquam. Ut ut ut adipisci non quiquia. Eius numquam ipsum porro eius porro quiquia. Eius dolorem dolorem etincidunt consectetur sed porro velit. Labore adipisci etincidunt dolorem labore voluptatem non. Etincidunt adipisci consectetur non.,Luc Jaulin
6699249,Miroslav Krstic|Tiago Roux Oliveira,data management,0000-0002-2232-8715,,,,,,,,,https://doi.org/10.1016/j.sysconle.2021.105004,,,Syst. Control. Lett.,journals/scl/OliveiraK21,2022-01-03,,,,,,105004,,,,,C,Extremum seeking boundary control for PDE-PDE cascades.,,,db/journals/scl/scl155.html#OliveiraK21,155,2021,FullPaper,Angela Johnson,Adipisci velit neque dolorem. Est velit ut consectetur. Modi quiquia velit dolor sit quiquia. Dolor est etincidunt sit sed adipisci consectetur magnam. Est ut consectetur dolore dolor voluptatem est. Modi est adipisci quiquia eius quaerat est dolor.,Miroslav Krstic
6699250,Chengdong Li|Fang Shang|Yungang Liu,data storage,,,,,,,,Wendy Travis,,https://doi.org/10.1016/j.sysconle.2017.11.005,,,Syst. Control. Lett.,journals/scl/ShangLL18,2020-02-24,,,,,,58-63,,,,,N,Global stabilization for feedforward nonlinear systems with unknown control direction and unknown growth rate.,,,db/journals/scl/scl111.html#ShangLL18,111,2018,ShortPaper,,Non etincidunt eius dolore. Etincidunt non modi dolorem. Labore ipsum neque dolorem porro neque. Dolor sed consectetur non ut labore. Aliquam labore sed modi. Quaerat modi velit magnam quisquam non dolor quisquam. Quiquia porro adipisci magnam ut dolorem.,Chengdong Li
6699251,Mihály Petreczky,indexing,,,,,,,,Robert Alvarado,,https://doi.org/10.1016/j.sysconle.2007.04.006,,,Syst. Control. Lett.,journals/scl/Petreczky07,2020-02-24,,,,,9-10,588-595,,,,,N,Realization theory for linear switched systems: Formal power series approach.,,,db/journals/scl/scl56.html#Petreczky07,56,2007,ShortPaper,,Non quaerat magnam sit est. Magnam quisquam etincidunt ut amet velit. Amet dolore eius numquam quaerat. Neque adipisci velit quiquia porro sit numquam neque. Dolorem etincidunt ut etincidunt. Sed dolorem non amet consectetur ut quiquia magnam. Ipsum quiquia etincidunt amet dolorem tempora dolor neque. Aliquam quiquia dolorem eius magnam. Velit consectetur quisquam tempora.,Mihály Petreczky
6699252,Gianna Stefani|Laura Poggiolini,data querying,0000-0001-5493-6013,,,,,,,Aaron Wells,,https://doi.org/10.1016/j.sysconle.2004.05.005,,,Syst. Control. Lett.,journals/scl/PoggioliniS04,2020-02-24,,,,,3-4,269-279,,,,,J,State-local optimality of a bang-bang trajectory: a Hamiltonian approach.,,,db/journals/scl/scl53.html#PoggioliniS04,53,2004,FullPaper,,Non quiquia sit quaerat etincidunt sed. Quiquia ipsum ipsum sed quiquia est. Numquam est tempora consectetur. Amet adipisci voluptatem non adipisci sed adipisci consectetur. Consectetur dolore magnam aliquam non. Etincidunt est tempora tempora eius. Sit quisquam velit ut. Amet amet ipsum velit magnam. Modi numquam eius porro ipsum quiquia adipisci quiquia. Labore porro tempora amet.,Gianna Stefani
6699253,Hao Liu 0004|Wanbing Zhao|Yan Wan 0001,indexing,0000-0001-8365-8008|0000-0002-7508-5833,,,,,,,Lynn Tate,,https://doi.org/10.1016/j.sysconle.2021.105063,,,Syst. Control. Lett.,journals/scl/ZhaoLW21,2023-01-30,,,,,,105063,,,,,J,Data-driven fault-tolerant formation control for nonlinear quadrotors under multiple simultaneous actuator faults.,,,db/journals/scl/scl158.html#ZhaoLW21,158,2021,DemoPaper,,Modi dolorem modi adipisci. Neque non eius sit sed etincidunt porro. Sed dolore consectetur quisquam etincidunt. Sit sed velit voluptatem non adipisci etincidunt. Est quisquam ut sed etincidunt est. Ut porro est porro. Voluptatem neque non quisquam quisquam porro. Tempora magnam dolorem ipsum eius.,Hao Liu 0004
6699254,Alexander L. Fradkov|Anton Selivanov|Daniel Liberzon,data processing,0000-0001-5075-7229|0000-0002-5633-0944,,,,,,,,,https://doi.org/10.1016/j.sysconle.2015.12.001,,,Syst. Control. Lett.,journals/scl/SelivanovFL16,2020-02-24,,,,,,62-67,,,,,C,Adaptive control of passifiable linear systems with quantized measurements and bounded disturbances.,,,db/journals/scl/scl88.html#SelivanovFL16,88,2016,Poster,Richard Brown,Dolor sed est adipisci neque eius sed. Magnam velit aliquam magnam sit velit. Quaerat non dolore porro numquam numquam. Voluptatem quiquia neque eius porro modi. Dolorem est labore sit voluptatem est numquam dolore.,Alexander L. Fradkov
6699255,Charles Poussot-Vassal|Cédric Seren|Igor Pontes Duff,data modeling,0000-0001-5798-6710,,,,,,,,,https://doi.org/10.1016/j.sysconle.2018.05.003,,,Syst. Control. Lett.,journals/scl/DuffPS18,2020-02-24,,,,,,60-67,,,,,C,H2-optimal model approximation by input/output-delay structured reduced order models.,,,db/journals/scl/scl117.html#DuffPS18,117,2018,DemoPaper,Hannah Hawkins,Amet dolore labore dolor non. Adipisci adipisci eius ut quiquia porro aliquam. Amet sit magnam sed. Velit dolor ipsum tempora dolorem. Dolorem aliquam dolorem labore est labore. Quaerat quisquam ut etincidunt quaerat etincidunt sed. Voluptatem etincidunt dolor dolore ipsum. Numquam neque ut dolor ut dolor modi voluptatem.,Charles Poussot-Vassal
6699256,Carlo Novara|Fredy Ruiz|Mario Milanese,indexing,0000-0002-5162-8872|0000-0003-2276-3722,,,,,,,,,https://doi.org/10.1016/j.sysconle.2009.10.008,,,Syst. Control. Lett.,journals/scl/RuizNM10,2020-02-24,,,,,1,1-8,,,,,C,Direct design from data of optimal filters for LPV systems.,,,db/journals/scl/scl59.html#RuizNM10,59,2010,Poster,Nathan Oneal,Adipisci voluptatem velit porro modi aliquam. Etincidunt quaerat dolore ipsum consectetur ipsum porro quiquia. Adipisci voluptatem magnam dolor dolorem porro voluptatem voluptatem. Porro eius consectetur dolorem dolore amet. Voluptatem aliquam numquam dolore neque labore sit. Ut sit porro amet dolorem labore consectetur. Ut adipisci magnam quiquia eius aliquam neque non.,Carlo Novara
6699257,Luís F. C. Alberto|Wendhel Raffa Coimbr,data management,0000-0002-4927-8965,,,,,,,James Johnson,,https://doi.org/10.1016/j.sysconle.2016.08.006,,,Syst. Control. Lett.,journals/scl/RaffaA16,2020-09-10,,,,,,48-54,,,,,J,A uniform invariance principle for periodic systems with applications to synchronization.,,,db/journals/scl/scl97.html#RaffaA16,97,2016,ShortPaper,,Adipisci tempora labore neque adipisci consectetur dolor sed. Adipisci numquam numquam amet non velit quaerat. Est amet ut quiquia ut dolor aliquam. Ipsum consectetur etincidunt tempora aliquam neque velit velit. Amet labore voluptatem quisquam. Velit dolore velit numquam. Labore sit neque amet adipisci. Amet neque numquam non. Dolore quisquam neque dolore porro.,Luís F. C. Alberto
6699258,H. Narayanan,Controllability,,,,,,,,,,https://doi.org/10.1016/S0167-6911(01)00167-0,,,Syst. Control. Lett.,journals/scl/Narayanan02,2020-02-24,,,,,2,87-95,,,,,C,Some applications of an Implicit Duality Theorem to connections of structures of special types including Dirac and reciprocal structures.,,,db/journals/scl/scl45.html#Narayanan02,45,2002,FullPaper,Juan Ruiz,Porro sit non ut eius labore sed consectetur. Quiquia non non est neque dolorem non quaerat. Etincidunt quaerat dolor adipisci. Velit non eius ut dolore. Tempora sit quiquia dolor eius. Ut etincidunt magnam quisquam eius tempora sed adipisci. Dolorem numquam quisquam magnam amet est tempora dolore. Adipisci aliquam porro sit consectetur tempora magnam etincidunt. Numquam magnam adipisci est labore labore dolorem.,H. Narayanan
6699259,Bernard Brogliato,data storage,,,,,,,,Maria Russell,,https://doi.org/10.1016/j.sysconle.2004.06.006,,,Syst. Control. Lett.,journals/scl/Brogliato05,2020-02-24,,,,,1,65-71,,,,,N,Some results on the controllability of planar variational inequalities.,,,db/journals/scl/scl54.html#Brogliato05,54,2005,ShortPaper,,Adipisci dolore est dolorem dolore. Dolore velit quaerat ipsum porro amet. Ipsum quiquia non voluptatem etincidunt labore labore. Numquam velit eius eius quiquia. Porro numquam non tempora. Quisquam dolorem consectetur etincidunt consectetur dolore velit. Quiquia aliquam etincidunt dolor etincidunt quiquia.,Bernard Brogliato
6699260,Shodhan Rao,data storage,0000-0001-8840-6950,,,,,,,,,https://doi.org/10.1016/j.sysconle.2011.08.001,,,Syst. Control. Lett.,journals/scl/Rao11,2020-02-24,,,,,11,892-899,,,,,C,Nevanlinna test of stability.,,,db/journals/scl/scl60.html#Rao11,60,2011,DemoPaper,Caitlin Miller,Eius sit tempora adipisci neque non. Porro sit neque consectetur. Labore quiquia velit quiquia etincidunt voluptatem. Porro dolorem numquam ipsum quisquam. Sed adipisci aliquam porro modi amet amet sit. Amet modi etincidunt ipsum dolor adipisci. Dolorem ipsum quaerat quisquam adipisci numquam non voluptatem. Ut quisquam tempora numquam labore sed sed aliquam.,Shodhan Rao
6699261,Harry L. Trentelman|Sasanka V. Gottimukkala|Shaik Fiaz,data modeling,,,,,,,,,,https://doi.org/10.1016/j.sysconle.2013.04.007,,,Syst. Control. Lett.,journals/scl/GottimukkalaTF13,2020-02-24,,,,,8,708-714,,,,,C,Realization and elimination in rational representations of behaviors.,,,db/journals/scl/scl62.html#GottimukkalaTF13,62,2013,Poster,Diana Ingram,Consectetur aliquam quiquia voluptatem. Quaerat quaerat ut eius. Dolor dolor velit etincidunt magnam dolorem est adipisci. Voluptatem sit aliquam sed. Aliquam quaerat etincidunt velit dolorem modi dolorem. Ipsum dolor porro adipisci quiquia.,Harry L. Trentelman
6699262,Jozef Vörös,data querying,,,,,,,,Caitlin Randall,,https://doi.org/10.1016/S0167-6911(01)00155-4,,,Syst. Control. Lett.,journals/scl/Voros01,2020-02-24,,,,,5,363-372,,,,,J,Parameter identification of Wiener systems with discontinuous nonlinearities.,,,db/journals/scl/scl44.html#Voros01,44,2001,ShortPaper,,Porro dolor dolorem non dolorem etincidunt voluptatem sed. Non neque modi dolore non. Quisquam non magnam non. Quisquam etincidunt dolore modi numquam est numquam. Consectetur est porro neque adipisci eius etincidunt. Porro ut est dolor dolor est consectetur etincidunt. Sed dolorem sit amet.,Jozef Vörös
6699263,Hans Zwart,big data,,,,,,,,Traci Bates,,https://doi.org/10.1016/j.sysconle.2020.104663,,,Syst. Control. Lett.,journals/scl/Zwart20,2021-03-05,,,,,,104663,,,,,N,In memoriam Ruth Curtain.,,,db/journals/scl/scl139.html#Zwart20,139,2020,DemoPaper,,Labore eius tempora numquam porro numquam. Quaerat quaerat adipisci est quisquam neque voluptatem tempora. Quisquam eius neque neque modi. Est sit neque modi neque dolore neque. Labore consectetur aliquam neque voluptatem. Sed porro voluptatem est.,Hans Zwart
6699264,Jacquelien M. A. Scherpen|W. Steven Gray,data storage,0000-0002-3409-5760,,,,,,,Mark Knapp,,https://doi.org/10.1016/j.sysconle.2004.08.001,,,Syst. Control. Lett.,journals/scl/GrayS05,2020-02-24,,,,,2,135-144,,,,,N,Hankel singular value functions from Schmidt pairs for nonlinear input-output systems.,,,db/journals/scl/scl54.html#GrayS05,54,2005,FullPaper,,Ipsum dolore ipsum modi quiquia adipisci quisquam velit. Velit est est numquam magnam. Sit etincidunt tempora modi. Tempora voluptatem dolore voluptatem consectetur dolore. Velit numquam consectetur sed.,Jacquelien M. A. Scherpen
6699265,Amol Sasane,Self-Adaptation,,,,,,,,Charles Larson,,https://doi.org/10.1016/j.sysconle.2019.104590,,,Syst. Control. Lett.,journals/scl/Sasane20,2020-03-26,,,,,,104590,,,,,J,Algebraic characterization of approximate controllability of behaviours of spatially invariant systems.,,,db/journals/scl/scl135.html#Sasane20,135,2020,ShortPaper,,Ipsum quisquam neque dolorem dolor est tempora dolor. Porro modi quaerat tempora consectetur sed magnam. Dolorem magnam ipsum labore tempora. Magnam voluptatem porro velit sit. Eius neque est neque dolor. Quiquia ut eius consectetur. Labore eius non aliquam quisquam quaerat eius. Porro non modi labore.,Amol Sasane
6699266,Serge Nicaise,data modeling,,,,,,,,Heather Allen,,https://doi.org/10.1016/j.sysconle.2012.03.001,,,Syst. Control. Lett.,journals/scl/Nicaise12,2020-02-24,,,,,5,638-648,,,,,J,Stabilization and asymptotic behavior of dispersive medium models.,,,db/journals/scl/scl61.html#Nicaise12,61,2012,ShortPaper,,Quisquam modi etincidunt labore ut. Aliquam aliquam amet ipsum sit dolore magnam. Modi ipsum consectetur etincidunt quiquia numquam. Numquam ipsum adipisci voluptatem dolore tempora dolorem etincidunt. Quiquia ipsum consectetur velit ipsum aliquam est est. Porro numquam modi aliquam dolor. Non sed voluptatem modi. Dolor amet quaerat dolorem. Eius sit est labore. Eius consectetur magnam aliquam non etincidunt adipisci.,Serge Nicaise
6699267,Martin J. Corless|Robert Shorten|Selim Solmaz|Surya Sajja,data processing,0000-0003-0686-1306,,,,,,,,,https://doi.org/10.1016/j.sysconle.2011.04.024,,,Syst. Control. Lett.,journals/scl/ShortenCSS11,2022-01-03,,,,,9,683-689,,,,,C,"On Padé approximations, quadratic stability and discretization of switched linear systems.",,,db/journals/scl/scl60.html#ShortenCSS11,60,2011,DemoPaper,Sarah Rivera,Quaerat eius modi voluptatem. Sit labore numquam non voluptatem adipisci ipsum magnam. Ipsum modi magnam dolor numquam modi. Adipisci velit adipisci ut etincidunt voluptatem adipisci porro. Etincidunt labore eius porro ut numquam amet. Velit dolor magnam dolor. Voluptatem porro neque labore eius magnam dolor dolore. Quiquia neque neque voluptatem magnam neque sit numquam. Voluptatem quiquia consectetur sed quiquia dolor.,Martin J. Corless
6699268,Ghulam Mustafa 0003|Tongwen Chen,data management,0000-0002-1699-7947,,,,,,,Michele Rubio,,https://doi.org/10.1016/j.sysconle.2011.07.005,,,Syst. Control. Lett.,journals/scl/MustafaC11,2021-02-26,,,,,10,871-876,,,,infinity,J,H,,,db/journals/scl/scl60.html#MustafaC11,60,2011,FullPaper,,Ut aliquam dolore dolore quiquia quaerat magnam. Dolorem quiquia non ut. Dolor velit consectetur sed. Magnam sed etincidunt dolore. Quisquam consectetur numquam amet consectetur est est non. Velit numquam etincidunt porro dolorem. Quisquam dolore modi quiquia dolorem. Amet labore amet etincidunt quisquam. Modi etincidunt quaerat numquam. Numquam sit amet modi amet etincidunt.,Ghulam Mustafa 0003
